word_id,word,translation into English,SER_m,SER_sd
word1198,CONCEDER,CONCEDE,3.026,1.799
word1199,CONCENTRADO,CONCENTRATED,4.000,1.875
word1200,CONCENTRARSE,CONCENTRATE,4.590,1.728
word1201,CONCEPCIÓN,CONCEPTION,3.286,1.888
word1202,CONCEPTO,CONCEPT,2.421,1.621
word1203,CONCERTAR,ARRANGE,2.794,1.572
word1204,CONCIENCIA,AWARENESS,4.412,2.047
word1205,CONCLUIR,CONCLUDE,3.059,1.722
word1206,CONCORDAR,COINCIDE,2.263,1.571
word1207,CONCORDIA,CONCORD,2.421,1.500
word1208,CONCRETIZAR,CONCRETIZE,2.500,1.736
word1209,CONCRETO,CONCRETE,2.111,1.282
word1210,CONCURSAR,COMPETE,3.029,1.267
word1211,CONCURSO,COMPETITION,3.886,1.795
word1212,CONDENAR,CONDEMN,3.528,1.978
word1213,CONDICIÓN,CONDITION,2.647,1.612
word1214,CONDICIONAR,CONDITION,3.029,1.524
word1215,CONDIMENTAR,FLAVOR,3.676,1.701
word1216,CONDUCIR,DRIVE,4.389,2.060
word1217,CONDUCTA,BEHAVIOR,3.382,1.939
word1218,CONDUCTO,CONDUIT,2.158,1.175
word1219,CONDUCTOR,DRIVER,3.486,1.579
word1220,CONECTAR,CONNECT,3.714,1.775
word1221,CONEJITO,BUNNY,4.579,1.703
word1222,CONEJO,RABBIT,3.412,1.794
word1223,CONFERENCIAR,CONFER,2.289,1.659
word1224,CONFESAR,CONFESS,3.684,2.145
word1225,CONFESIÓN,CONFESSION,4.529,1.581
word1226,CONFIANZA,CONFIDENCE,4.857,1.751
word1227,CONFIAR,TRUST,4.559,1.878
word1228,CONFIDENTE,CONFIDANT,3.351,1.874
word1229,CONFIGURAR,SET,2.059,1.229
word1230,CONFIRMAR,CONFIRM,2.658,1.599
word1231,CONFLICTO,CONFLICT,4.176,1.678
word1232,CONFORMARSE,CONFORM,3.059,1.434
word1233,CONFORT,COMFORT,4.711,1.675
word1234,CONFRATERNIZAR,FRATERNIZE,3.538,1.917
word1235,CONFUNDIR,CONFUSE,3.529,1.637
word1236,CONFUSO,CONFUSED,3.914,1.522
word1237,CONGELAR,FREEZE,4.528,2.104
word1238,CONGENIAR,GET ALONG,4.026,2.045
word1239,CONGLOMERAR,CONGLOMERATE,2.282,1.503
word1240,CONGRESO,CONGRESS,2.194,1.489
word1241,CÓNICA,CONICAL,1.806,1.411
word1242,CONJETURA,CONJECTURE,2.029,1.098
word1243,CONJUGAR,CONJUGATE,2.647,1.574
word1244,CONJUNCIÓN,CONJUNCTION,1.886,1.157
word1245,CONJUNTO,SET,3.029,1.623
word1246,CONMOCIÓN,SHOCK,3.658,1.990
word1247,CONNOTAR,CONNOTE,2.382,1.633
word1248,CONO,CONE,2.176,1.445
word1249,CONOCER,KNOW,4.000,1.874
word1250,CONOCIDO,KNOWN,3.618,1.596
word1251,CONOCIMIENTO,KNOWLEDGE,3.618,2.160
word1252,CONQUISTA,CONQUEST,4.206,1.533
word1253,CONQUISTAR,CONQUER,4.400,2.075
word1254,CONSAGRAR,CONSECRATE,2.743,1.633
word1255,CONSECUENCIA,CONSEQUENCE,3.618,1.724
word1256,CONSECUENTE,CONSEQUENT,3.647,1.921
word1257,CONSEGUIR,OBTAIN,3.811,2.066
word1258,CONSEJO,ADVICE,3.132,1.920
word1259,CONSENSO,CONSENSUS,2.794,1.702
word1260,CONSENSUAR,AGREE,2.853,1.480
word1261,CONSENTIR,CONSENT,3.118,1.701
word1262,CONSERJE,CONCIERGE,3.086,1.869
word1263,CONSERVA,PRESERVE,3.086,1.292
word1264,CONSERVACIÓN,CONSERVATION,3.200,1.471
word1265,CONSERVADOR,CONSERVATIVE,3.333,1.865
word1266,CONSERVAR,KEEP,3.286,2.037
word1267,CONSIDERACIÓN,CONSIDERATION,3.143,1.593
word1268,CONSIDERADO,CONSIDERATE,2.559,1.481
word1269,CONSIDERAR,CONSIDER,3.179,1.862
word1270,CONSIGNA,SLOGAN,2.486,1.835
word1271,CONSISTIR,CONSIST,2.111,1.430
word1272,CONSOLADO,CONSOLED,3.079,1.865
word1273,CONSOLAR,CONSOLE,4.706,1.605
word1274,CONSONANTE,CONSONANT,2.189,1.469
word1275,CONSONANTES,CONSONANTS,2.486,1.627
word1276,CONSTATAR,VERIFY,2.676,1.273
word1277,CONSTITUCIONAL,CONSTITUTIONAL,2.256,1.551
word1278,CONSTITUIR,CONSTITUTE,2.829,1.543
word1279,CONSTRUCTIVA,CONSTRUCTIVE,2.857,1.478
word1280,CONSTRUIR,BUILD,3.600,1.752
word1281,CÓNSUL,CONSUL,2.333,1.660
word1282,CONSULTA,QUERY,2.971,1.403
word1283,CONSULTAR,CONSULT,3.147,1.778
word1284,CONSUMIR,CONSUME,4.114,1.711
word1285,CONTACTAR,CONTACT,3.706,1.488
word1286,CONTAGIAR,INFECT,3.789,1.803
word1287,CONTAGIARSE,CATCH,4.200,1.530
word1288,CONTAGIO,CONTAGION,3.865,1.798
word1289,CONTAMINAR,POLLUTE,4.229,1.926
word1290,CONTAR,TELL,3.588,1.777
word1291,CONTEMPLAR,CONTEMPLATE,3.833,1.665
word1292,CONTENER,CONTAIN,2.583,1.422
word1293,CONTENIDO,CONTENT,2.686,1.549
word1294,CONTENTAR,SATISFY,4.088,1.138
word1295,CONTENTO,HAPPY,5.371,1.285
word1296,CONTESTACIÓN,ANSWER,3.825,2.024
word1297,CONTESTAR,ANSWER,3.278,1.799
word1298,CONTEXTO,CONTEXT,2.730,1.677
word1299,CONTEXTUAL,CONTEXTUAL,2.053,1.451
word1300,CONTEXTUALIZAR,CONTEXTUALIZE,2.543,1.400
word1301,CONTINUAR,CONTINUE,2.912,1.658
word1302,CONTINUIDAD,CONTINUITY,3.457,1.721
word1303,CONTRAPESAR,COUNTERBALANCE,2.359,1.614
word1304,CONTRARIAR,OPPOSE,2.706,1.643
word1305,CONTRARIO,CONTRARY,2.946,1.682
word1306,CONTRARRESTAR,COUNTERACT,2.529,1.600
word1307,CONTRATAR,CONTRACT,3.235,1.759
word1308,CONTRIBUIR,CONTRIBUTE,3.514,1.738
word1309,CONTRIBUYENTE,TAXPAYER,2.088,1.401
word1310,CONTROLAR,CONTROL,3.923,2.044
word1311,CONVALIDAR,VALIDATE,2.838,2.035
word1312,CONVENCER,CONVINCE,3.771,1.734
word1313,CONVENCERSE,CONVINCE,3.111,1.848
word1314,CONVENCIDO,CONVINCED,3.486,1.953
word1315,CONVENCIÓN,CONVENTION,2.526,1.656
word1316,CONVENIENTE,CONVENIENT,3.057,1.494
word1317,CONVENTO,CONVENT,2.971,1.623
word1318,CONVERSAR,CONVERSE,3.971,1.749
word1319,CONVERSIÓN,CONVERSION,2.711,1.469
word1320,CONVERTIR,CONVERT,3.286,1.673
word1321,CONVICCIÓN,BELIEF,3.514,1.788
word1322,CONVIVIR,COEXIST,3.757,1.921
word1323,CÓNYUGE,SPOUSE,4.514,1.805
word1324,COÑAC,COGNAC,4.059,1.613
word1325,COOPERAR,COOPERATE,3.946,1.870
word1326,COPA,GLASS,4.088,1.815
word1327,COPIA,COPY,2.800,1.800
word1328,COPLA,COPLA,3.385,1.756
word1329,COPULATIVA,COPULATIVE,2.500,1.623
word1330,COQUETEAR,FLIRT,5.486,1.269
word1331,COQUETO,FLIRTATIOUS,4.114,1.711
word1332,CORAJE,COURAGE,4.265,1.693
word1333,CORÁN,KORAN,2.486,1.522
word1334,CORAZA,BREASTPLATE,3.865,1.903
word1335,CORAZÓN,HEART,5.079,1.851
word1336,CORBATA,TIE,2.441,1.284
word1337,CORCHO,CORK,3.368,1.792
word1338,CORDEL,STRING,2.765,1.558
word1339,CORDERO,LAMB,3.667,1.852
word1340,CORDÓN,CORD,2.486,1.483
word1341,CORDURA,SANITY,3.382,1.633
word1342,CORO,CHOIR,4.278,1.994
word1343,CORONA,CROWN,3.222,2.058
word1344,CORONAR,CROWN,2.784,1.797
word1345,CORPORAL,CORPORAL,4.000,1.972
word1346,CORPUS,CORPUS,2.588,1.654
word1347,CORRECCIÓN,CORRECTION,3.576,1.458
word1348,CORRECTA,CORRECT,3.971,1.618
word1349,CORRECTO,RIGHT,3.412,1.940
word1350,CORREDOR,RUNNER,3.882,1.838
word1351,CORREGIR,CORRECT,2.947,1.469
word1352,CORRELACIONAR,CORRELATE,2.184,1.522
word1353,CORREO,MAIL,2.868,1.474
word1354,CORRER,RUN,5.229,1.592
word1355,CORRETEAR,SCAMPER,4.514,1.772
word1356,CORRIDA,BULLFIGHT,3.923,2.229
word1357,CORROBORAR,CORROBORATE,2.417,1.746
word1358,CORROMPER,CORRUPT,3.800,1.641
word1359,CORRUPTO,CORRUPT,4.162,1.834
word1360,CORTA,SHORT,2.618,1.349
word1361,CORTAR,CUT,4.147,1.844
word1362,CORTARSE,CUT,5.057,1.814
word1363,CORTAS,SHORT,2.250,1.360
word1364,CORTE,CUT,4.529,1.745
word1365,CORTESANA,COURTESAN,2.353,1.323
word1366,CORTESÍA,COURTESY,3.500,1.728
word1367,CORTEZA,CORTEX,2.971,1.586
word1368,CORTINA,CURTAIN,2.722,2.037
word1369,CORTO,SHORT,2.765,1.372
word1370,CORTOS,SHORT,2.943,1.533
word1371,COSA,THING,2.382,1.596
word1372,COSECHAR,HARVEST,3.650,1.688
word1373,COSER,SEW,3.216,1.873
word1374,COSMOS,COSMOS,3.526,1.996
word1375,COSTA,COAST,4.514,1.909
word1376,COSTAR,COST,3.471,1.600
word1377,COSTE,COST,3.257,1.633
word1378,COSTUMBRE,HABIT,3.486,1.774
word1379,COTA,LEVEL,2.237,1.497
word1380,COTILLEAR,GOSSIP,4.029,1.660
word1381,COTILLEO,GOSSIP,3.735,1.483
word1382,COTIZAR,QUOTE,2.771,1.646
word1383,COTIZARSE,TRADE,2.263,1.483
word1384,COYOTE,COYOTE,3.176,1.914
word1385,CRÁNEO,SKULL,3.486,1.560
word1386,CREADO,CREATED,3.053,1.830
word1387,CREAR,CREATE,4.429,1.867
word1388,CRECER,GROW,4.857,1.438
word1389,CRECIENTE,GROWING,3.829,1.932
word1390,CRÉDITO,CREDIT,2.912,1.602
word1391,CREER,BELIEVE,4.118,2.041
word1392,CREMA,CREAM,3.912,1.975
word1393,CREMALLERA,ZIPPER,3.737,1.996
word1394,CREPE,CREPE,4.622,2.005
word1395,CREPÚSCULO,TWILIGHT,4.229,1.767
word1396,CRESTA,CREST,3.176,1.800
word1397,CRIADO,SERVANT,2.556,1.715
word1398,CRIATURA,CREATURE,4.184,1.608
word1399,CRIMEN,CRIME,4.795,1.780
word1400,CRIMINAL,CRIMINAL,4.514,1.789
word1401,CRISIS,CRISIS,4.771,1.800
word1402,CRISMA,CHRISM,2.400,1.193
word1403,CRISTAL,CRYSTAL,4.400,1.631
word1404,CRISTIANA,CHRISTIAN,3.029,1.915
word1405,CRISTIANO,CHRISTIAN,3.206,1.966
word1406,CRITERIO,CRITERION,3.235,1.810
word1407,CRITICAR,CRITICIZE,4.029,1.507
word1408,CROMATINA,CHROMATIN,2.882,1.572
word1409,CRONOLOGÍA,CHRONOLOGY,2.500,1.285
word1410,CRUCE,CROSSING,3.206,1.822
word1411,CRUCIFICAR,CRUCIFY,3.706,1.447
word1412,CRUEL,CRUEL,4.829,1.505
word1413,CRUELDAD,CRUELTY,4.757,1.673
word1414,CRUZ,CROSS,3.154,1.954
word1415,CRUZAR,CROSS,2.676,1.224
word1416,CUADRADA,SQUARE,3.171,1.774
word1417,CUADRADO,SQUARE,3.105,1.857
word1418,CUADRAR,SQUARE,2.333,1.493
word1419,CUADRO,PAINTING,4.410,1.970
word1420,CUALIDAD,QUALITY,3.514,1.900
word1421,CUALIFICADO,SKILLED,3.306,1.880
word1422,CUÁNTICA,QUANTUM,2.237,1.584
word1423,CUARTA,FOURTH,2.086,1.269
word1424,CUARTEL,BARRACKS,2.824,1.218
word1425,CUARTO,FOURTH,3.432,2.035
word1426,CUARZO,QUARTZ,3.789,1.975
word1427,CUBIERTA,COVER,2.590,1.601
word1428,CUBIERTO,COVERED,3.205,1.880
word1429,CUBIL,LAIR,1.943,1.494
word1430,CUBISMO,CUBISM,2.500,1.890
word1431,CUBO,CUBE,2.405,1.536
word1432,CUBRIR,COVER,2.868,1.436
word1433,CUCARACHA,COCKROACH,4.500,2.104
word1434,CUCHARA,SPOON,2.882,1.513
word1435,CUCHILLO,KNIFE,4.571,1.787
word1436,CUELLO,NECK,4.568,2.167
word1437,CUENCA,SOCKET,3.487,1.958
word1438,CUENCO,BOWL,2.171,1.465
word1439,CUERDA,ROPE,2.943,1.454
word1440,CUERDAS,ROPES,3.514,1.895
word1441,CUERNO,HORN,3.314,1.451
word1442,CUERO,LEATHER,4.132,1.833
word1443,CUERPO,BODY,4.722,1.701
word1444,CUERVO,CROW,3.919,1.963
word1445,CUESTA,SLOPE,3.692,1.704
word1446,CUESTIÓN,QUESTION,2.829,1.505
word1447,CUEVA,CAVE,4.088,1.815
word1448,CUIDAR,CARE,4.861,1.641
word1449,CULEBRA,SNAKE,4.600,1.802
word1450,CULMINAR,CULMINATE,3.083,1.795
word1451,CULPA,GUILT,4.714,1.582
word1452,CULPABLE,GUILTY,3.821,1.775
word1453,CULPAR,BLAME,3.833,2.184
word1454,CULPARSE,BLAME,4.000,2.151
word1455,CULTIVAR,CULTIVATE,3.500,1.710
word1456,CULTO,WORSHIP,3.515,1.661
word1457,CULTURAL,CULTURAL,3.622,1.934
word1458,CULTURIZAR,EDUCATE,3.500,1.997
word1459,CUMBRE,SUMMIT,3.500,1.863
word1460,CUMPLEAÑOS,BIRTHDAY,5.600,1.193
word1461,CUMPLIDA,FULFILLED,3.114,1.795
word1462,CUMPLIMENTAR,COMPLETE,2.432,1.345
word1463,CUMPLIR,COMPLY,3.294,1.801
word1464,CÚMULO,CUMULUS,3.771,1.816
word1465,CUNA,CRADLE,4.000,1.842
word1466,CUNETA,DITCH,2.912,1.505
word1467,CUÑADO,BROTHER-IN-LAW,2.974,1.636
word1468,CUOTA,FEE,2.382,1.557
word1469,CÚPULA,DOME,3.421,1.671
word1470,CURA,PRIEST,3.176,1.800
word1471,CURAR,CURE,4.026,1.668
word1472,CURARSE,RECOVER,4.865,1.873
word1473,CURIOSIDAD,CURIOSITY,4.529,1.762
word1474,CURIOSO,CURIOUS,4.059,1.922
word1475,CURRAR,WORK,3.944,1.881
word1476,CURSI,CORNY,4.029,1.605
word1477,CURSO,COURSE,3.400,1.666
word1478,CURVAR,BEND,2.971,1.547
word1479,CURVATURA,CURVATURE,3.105,1.573
word1480,CURVO,CURVED,2.941,1.650
word1481,CUTIS,SKIN,3.900,1.722
word1482,DACTILAR,FINGERPRINT,3.559,2.120
word1483,DADO,DICE,2.912,1.730
word1484,DAGA,DAGGER,3.086,1.721
word1485,DAMA,LADY,3.529,1.542
word1486,DANZA,DANCE,5.400,1.376
word1487,DANZAR,DANCE,5.343,1.514
word1488,DAÑAR,DAMAGE,4.471,1.692
word1489,DAÑO,HURT,5.088,1.443
word1490,DAR,GIVE,3.857,1.734
word1491,DARDO,DART,3.457,1.788
word1492,DATO,FACT,2.000,1.394
word1493,DEAMBULAR,WANDER,3.429,1.596
word1494,DEBATIR,DEBATE,3.559,1.599
word1495,DEBER,DUTY,3.429,1.577
word1496,DÉBIL,WEAK,3.658,1.599
word1497,DEBILIDAD,WEAKNESS,4.000,1.775
word1498,DÉCADA,DECADE,2.882,1.572
word1499,DECANTAR,DECANT,2.912,1.215
word1500,DECENTE,DECENT,3.432,1.519
word1501,DECEPCIONAR,DISILLUSION,4.824,2.007
word1502,DECIDIR,DECIDE,3.588,1.877
word1503,DECIR,SAY,3.559,1.709
word1504,DECISIÓN,DECISION,4.147,1.778
word1505,DECLARACIÓN,DECLARATION,3.730,2.077
word1506,DECLARAR,DECLARE,3.600,1.701
word1507,DECORAR,DECORATE,4.189,1.793
word1508,DECORO,DECORUM,1.861,1.199
word1509,DECRECIENTE,DECREASING,2.412,1.373
word1510,DECRETAR,DECREE,2.588,1.635
word1511,DECRETO,DECREE,2.412,1.598
word1512,DEDAL,THIMBLE,2.868,1.758
word1513,DEDICADO,DEDICATED,3.351,1.719
word1514,DEDICAR,DEDICATE,3.105,1.871
word1515,DEDO,FINGER,4.257,2.174
word1516,DEFENDER,DEFEND,3.706,1.883
word1517,DEFENDERSE,DEFEND,4.543,1.821
word1518,DEFENDIDO,DEFENDED,3.306,1.818
word1519,DEFINIR,DEFINE,2.788,1.516
word1520,DEFINITIVA,DEFINITIVE,3.543,1.804
word1521,DEFORME,DEFORMED,3.559,1.691
word1522,DEGOLLAR,BEHEAD,4.382,1.776
word1523,DEGUSTAR,TASTE,5.086,1.541
word1524,DEJAR,ABANDON,3.513,1.668
word1525,DELEGADO,DELEGATE,3.086,1.853
word1526,DELEITE,DELIGHT,3.000,1.882
word1527,DELETREAR,SPELL,3.128,1.542
word1528,DELGADA,THIN,4.088,1.694
word1529,DELIBERAR,DELIBERATE,2.914,1.502
word1530,DELICADO,DELICATE,4.250,1.746
word1531,DELICIA,DELIGHT,5.059,1.413
word1532,DELINCUENTE,DELINQUENT,3.882,1.871
word1533,DELIRAR,RAVE,3.765,1.558
word1534,DELITO,FELONY,3.914,1.687
word1535,DELTA,DELTA,2.564,1.569
word1536,DEMANDAR,SUE,3.444,1.731
word1537,DEMENTE,CRAZY,3.971,1.714
word1538,DEMOCRACIA,DEMOCRACY,3.735,2.064
word1539,DEMOCRÁTICA,DEMOCRATIC,3.000,1.706
word1540,DEMOCRÁTICO,DEMOCRATIC,2.971,1.642
word1541,DEMOCRATIZAR,DEMOCRATIZE,3.206,1.919
word1542,DEMOLER,RAZE,4.143,1.458
word1543,DEMONIO,DEMON,4.353,1.889
word1544,DEMORA,DELAY,2.722,1.301
word1545,DEMOSTRAR,DEMONSTRATE,3.364,1.729
word1546,DENEGAR,DENY,2.917,1.610
word1547,DENOMINAR,DENOMINATE,1.703,0.909
word1548,DENTADURA,TEETH,3.343,1.748
word1549,DENTAL,DENTAL,4.171,1.723
word1550,DENTISTA,DENTIST,4.647,1.612
word1551,DENUNCIAR,REPORT,4.029,1.445
word1552,DEPENDER,DEPEND,3.324,1.646
word1553,DEPENDIENTE,DEPENDENT,3.343,1.798
word1554,DEPILARSE,DEPILATE,4.861,1.515
word1555,DEPORTES,SPORTS,4.686,1.659
word1556,DEPORTIVA,SPORTY,4.029,1.871
word1557,DEPORTIVAS,TRAINERS,3.088,1.583
word1558,DEPÓSITO,DEPOSIT,2.000,1.331
word1559,DEPRESIÓN,DEPRESSION,4.600,1.882
word1560,DEPRESIVO,DEPRESSIVE,4.382,1.706
word1561,DEPRIMIDO,DEPRESSED,4.108,1.955
word1562,DEPRIMIR,SLUMP,3.763,1.837
word1563,DEPRIMIRSE,DEPRESS,4.647,1.631
word1564,DERECHA,RIGHT,3.647,2.186
word1565,DERECHO,STRAIGHT,3.789,1.933
word1566,DERRAMAR,SPILL,3.857,1.458
word1567,DERRETIR,MELT,4.143,1.683
word1568,DERRIBAR,DEMOLISH,3.667,1.407
word1569,DERROTAR,DEFEAT,3.559,1.618
word1570,DESABROCHAR,UNFASTEN,3.941,1.632
word1571,DESACELERAR,DECELERATE,3.286,1.690
word1572,DESACONSEJAR,DISSUADE,2.676,1.430
word1573,DESACREDITAR,DISCREDIT,2.649,1.654
word1574,DESAGRADABLE,UNPLEASANT,4.857,1.574
word1575,DESAGRADAR,DISPLEASE,3.618,1.577
word1576,DESAGRADO,DISGUST,4.114,1.157
word1577,DESAGREGAR,SEPARATE,2.588,1.500
word1578,DESAHUCIAR,EVICT,3.735,1.657
word1579,DESAJUSTAR,DISASSEMBLE,2.629,1.308
word1580,DESAMORTIZAR,DISENTAIL,2.400,1.376
word1581,DESANIMADO,DISCOURAGED,4.088,1.764
word1582,DESANIMAR,DISCOURAGE,3.158,1.603
word1583,DESAPROVECHAR,WASTE,3.162,1.788
word1584,DESARROLLO,DEVELOPMENT,3.206,1.610
word1585,DESASTRE,DISASTER,4.647,1.649
word1586,DESATORNILLAR,UNSCREW,3.184,1.872
word1587,DESAYUNAR,BREAKFAST,5.235,1.558
word1588,DESBLOQUEAR,UNLOCK,3.714,1.840
word1589,DESCANSO,REST,4.833,1.859
word1590,DESCARGAR,DOWNLOAD,3.353,1.937
word1591,DESCENDER,DESCEND,2.824,1.381
word1592,DESCIFRAR,DECIPHER,3.147,1.598
word1593,DESCODIFICAR,DECODE,2.235,1.257
word1594,DESCOLGAR,UNHOOK,2.622,1.622
word1595,DESCOMPENSAR,UNBALANCE,2.605,1.569
word1596,DESCOMPOSICIÓN,DECOMPOSITION,4.229,1.767
word1597,DESCOMPRIMIR,DECOMPRESS,2.351,1.620
word1598,DESCONCERTAR,DISCONCERT,3.424,1.786
word1599,DESCONECTAR,DISCONNECT,3.941,1.687
word1600,DESCONFIAR,DISTRUST,3.972,2.274
word1601,DESCONGELAR,DEFROST,3.559,1.655
word1602,DESCONGESTIONAR,DECONGEST,4.029,1.361
word1603,DESCONOCER,IGNORE,3.657,1.909
word1604,DESCONOCIDO,UNKNOWN,3.941,1.858
word1605,DESCONSOLAR,DISTRESS,3.943,1.644
word1606,DESCONTEXTUALIZAR,DECONTEXTUALIZE,2.342,1.615
word1607,DESCUBRIR,DISCOVER,4.059,1.922
word1608,DESCUIDAR,NEGLECT,2.861,1.624
word1609,DESDÉN,DISDAIN,2.676,1.532
word1610,DESDEÑOSO,DISDAINFUL,2.432,1.519
word1611,DESEAR,WISH,4.417,1.948
word1612,DESECHAR,DISCARD,3.143,1.478
word1613,DESEMBARCAR,LAND,2.824,1.445
word1614,DESEMBOCAR,LEAD,2.250,1.574
word1615,DESENCAJAR,DISENGAGE,2.794,1.666
word1616,DESENCANTAR,DISENCHANT,3.588,1.708
word1617,DESENCHUFAR,UNPLUG,2.778,1.436
word1618,DESENFADADO,LIGHTHEARTED,2.971,1.623
word1619,DESENREDAR,UNRAVEL,3.294,1.586
word1620,DESENROSCAR,UNSCREW,2.694,1.618
word1621,DESENTERRAR,UNEARTH,4.088,2.109
word1622,DESENVOLVERSE,MANAGE,3.000,1.758
word1623,DESEO,WISH,5.914,1.095
word1624,DESERTOR,DESERTER,3.600,1.752
word1625,DESESPERADO,DESPERATE,3.459,1.966
word1626,DESESTIMAR,DISMISS,2.647,1.346
word1627,DESHABITAR,VACATE,3.286,1.601
word1628,DESHINCHAR,DEFLATE,2.868,1.436
word1629,DESHONRAR,DISHONOR,2.974,1.747
word1630,DESIERTO,DESERT,4.139,1.759
word1631,DESIGNAR,APPOINT,2.857,1.287
word1632,DESIGUAL,UNEQUAL,3.658,1.729
word1633,DESILUSIONAR,DISAPPOINT,4.429,1.836
word1634,DESINTEGRAR,DISINTEGRATE,3.441,1.618
word1635,DESISTIR,DESIST,2.972,1.630
word1636,DESLEAL,DISLOYAL,4.206,2.042
word1637,DESLUMBRAMIENTO,GLARE,4.324,1.918
word1638,DESMANTELAR,DISMANTLE,2.771,1.262
word1639,DESMESURAR,EXCESS,2.559,1.397
word1640,DESMONTAR,DISASSEMBLE,2.176,1.218
word1641,DESMORALIZAR,DEMORALIZE,3.872,2.002
word1642,DESNUDAR,STRIP,5.743,1.094
word1643,DESNUDARSE,UNDRESS,5.265,1.286
word1644,DESNUDO,NAKED,5.343,1.327
word1645,DESORDENADO,MESSY,3.943,1.589
word1646,DESORDENAR,MESS,3.706,1.679
word1647,DESPACHO,OFFICE,2.629,1.457
word1648,DESPARRAMAR,SCATTER,3.059,1.632
word1649,DESPEDAZAR,TEAR,3.941,1.687
word1650,DESPEDIDA,FAREWELL,4.972,1.844
word1651,DESPEDIRSE,FAREWELL,5.118,1.591
word1652,DESPEINAR,DISHEVEL,4.000,1.568
word1653,DESPERDICIO,WASTE,3.559,1.744
word1654,DESPERSONALIZARSE,DEPERSONALIZE,3.111,2.067
word1655,DESPERTAR,WAKE,4.500,1.285
word1656,DESPERTARSE,WAKE,4.658,1.744
word1657,DESPIERTO,AWAKE,4.231,1.842
word1658,DESPISTAR,MISLEAD,3.079,1.683
word1659,DESPISTARSE,DISTRACT,3.056,1.985
word1660,DESPLAZAR,DISPLACE,3.606,1.694
word1661,DESPLEGAR,DEPLOY,2.529,1.308
word1662,DESPLUMAR,PLUCK,3.088,1.676
word1663,DESPOSEER,DISPOSSESS,2.829,1.524
word1664,DESPRECIAR,DESPISE,4.629,1.716
word1665,DESPRECIO,CONTEMPT,4.222,1.914
word1666,DESPRENDER,DETACH,3.056,1.835
word1667,DESPREOCUPADO,CAREFREE,3.412,1.579
word1668,DESPRESTIGIAR,DISCREDIT,2.711,1.609
word1669,DESTACAR,HIGHLIGHT,3.818,1.758
word1670,DESTAPAR,UNCOVER,3.139,1.710
word1671,DESTERRAR,BANISH,2.861,1.726
word1672,DESTORNILLADOR,SCREWDRIVER,3.029,2.067
word1673,DESTROZAR,DESTROY,4.147,1.877
word1674,DESTRUCCIÓN,DESTRUCTION,4.487,1.972
word1675,DESTRUIR,DESTROY,4.500,1.728
word1676,DESVALORIZAR,DEVALUE,3.176,1.732
word1677,DESVÁN,LOFT,3.176,1.914
word1678,DESVANECERSE,FADE,4.371,1.646
word1679,DESVARIAR,RAVE,2.971,1.642
word1680,DESVELAR,REVEAL,4.057,1.571
word1681,DESVENTAJA,DISADVANTAGE,2.765,1.437
word1682,DESVESTIDO,UNDRESSED,4.077,1.855
word1683,DESVESTIR,UNDRESS,4.706,1.679
word1684,DESVIACIÓN,DEVIATION,2.378,1.401
word1685,DESVIAR,DIVERT,2.706,1.360
word1686,DETALLE,DETAIL,3.824,1.800
word1687,DETECTAR,DETECT,3.429,1.596
word1688,DETECTOR,DETECTOR,3.179,1.819
word1689,DETENCIÓN,DETENTION,3.353,1.555
word1690,DETENER,ARREST,2.892,1.524
word1691,DETERIORAR,DETERIORATE,3.158,1.685
word1692,DETERMINADO,DETERMINED,2.000,1.435
word1693,DETERMINAR,DETERMINE,2.222,1.495
word1694,DETESTAR,DETEST,4.615,1.756
word1695,DEUDA,DEBT,3.500,1.745
word1696,DEUTERIO,DEUTERIUM,1.757,1.342
word1697,DEVENIR,FUTURE,2.441,1.521
word1698,DEVOCIÓN,DEVOTION,2.949,1.791
word1699,DEVOLVER,RETURN,3.176,1.547
word1700,DEVOTO,DEVOTEE,2.647,1.721
word1701,DÍA,DAY,4.143,1.768
word1702,DIABLO,DEVIL,4.333,1.767
word1703,DIAGONAL,DIAGONAL,2.735,1.763
word1704,DIAGRAMA,DIAGRAM,2.486,1.592
word1705,DIALÉCTICA,DIALECTICS,2.568,1.591
word1706,DIALECTO,DIALECT,3.559,1.812
word1707,DIAMANTE,DIAMOND,4.471,1.502
word1708,DIÁMETRO,DIAMETER,2.300,1.400
word1709,DIARIO,DAILY,3.316,2.001
word1710,DIBUJAR,DRAW,4.718,2.025
word1711,DICCIONARIO,DICTIONARY,3.000,1.748
word1712,DICHA,HAPPINESS,3.114,1.778
word1713,DICIEMBRE,DECEMBER,4.629,2.030
word1714,DICTADO,DICTATION,2.447,1.589
word1715,DICTADURA,DICTATORSHIP,3.486,1.869
word1716,DICTAMEN,OPINION,2.333,1.611
word1717,DICTAR,DICTATE,3.029,1.446
word1718,DIENTE,TOOTH,4.026,1.684
word1719,DIETA,DIET,4.971,1.714
word1720,DIFERENCIA,DIFFERENCE,2.971,1.487
word1721,DIFERENCIAR,DIFFERENTIATE,2.778,1.551
word1722,DIFERENTE,DIFFERENT,4.054,1.985
word1723,DIFERIR,DIFFER,2.029,1.043
word1724,DIFÍCIL,DIFFICULT,4.270,1.924
word1725,DIFÍCILES,HARD,4.154,2.072
word1726,DIFICULTAD,DIFFICULTY,4.684,1.905
word1727,DIFICULTAR,HINDER,3.824,1.766
