Item#,Noun,KnownProportion,Auditory_mean,Gustatory_mean,Haptic_mean,Olfactory_mean,Visual_mean,Auditory_sd,Gustatory_sd,Haptic_sd,Olfactory_sd,Visual_sd,DominantModality,Exclusivity,
366,sea,1,4.058823529,2.882352941,3.705882353,3.411764706,4.764705882,0.96634545,1.833110503,1.263165957,1.543487266,0.562295715,Visual,0.1,
367,selection,0.941176471,2.3125,1.1875,1.75,1.5625,2.9375,1.662077014,1.376892637,1.527525232,1.787689384,1.691892432,Visual,0.179487179,
368,shirt,1,0.176470588,0,4.235294118,1.882352941,4.470588235,0.392952624,0,0.831370237,1.363925994,0.717430054,Visual,0.415300546,
369,shock,1,3.882352941,0.529411765,2.235294118,0.352941176,4.235294118,1.495090003,1.328422328,2.077540967,1.05718828,1.30045241,Visual,0.345549738,
370,sight,1,0.470588235,0.117647059,0.411764706,0.117647059,5,0.874474632,0.48507125,0.870260272,0.48507125,0,Visual,0.798076923,
371,sister,0.941176471,3.625,0.176470588,2.529411765,2.176470588,3.529411765,1.821171784,0.727606875,1.972233729,1.944070926,1.907801322,Auditory,0.286499695,
372,situation,1,3.176470588,0.647058824,2.058823529,1.294117647,3.941176471,2.038237416,1.221739358,1.951620744,1.759428383,1.434860108,Visual,0.296296296,
373,skirt,1,0.705882353,0,3.764705882,0.529411765,4.882352941,1.159994929,0,1.480262298,0.943242218,0.332105582,Visual,0.494047619,
374,sound,0.941176471,5,0,0.588235294,0.0625,0.764705882,0,0,1.064120736,0.25,1.032558217,Auditory,0.779369628,
375,spite,0.941176471,2.875,0,0.375,0,2.3125,1.74642492,0,0.806225775,0,1.851800925,Auditory,0.516853933,
376,strain,1,2.117647059,0.235294118,3.235294118,0.529411765,3,1.615640467,0.562295715,1.821037196,0.943242218,1.118033989,Haptic,0.329032258,
377,success,1,3.117647059,0.647058824,1.470588235,0.235294118,3.705882353,1.763602596,1.114740803,1.73629084,0.9701425,1.311711948,Visual,0.378205128,
378,supper,1,1.705882353,4.882352941,2.764705882,4.058823529,4.352941176,1.490163828,0.48507125,1.985239651,1.434860108,0.785905248,Gustatory,0.178807947,
379,supply,0.941176471,1.125,0.352941176,1.411764706,0.647058824,3,1.360147051,0.70188821,1.371988681,0.861769725,1.695582496,Visual,0.404949381,
380,suspicion,1,2.705882353,0.176470588,1.117647059,0.352941176,3.176470588,1.829094922,0.392952624,1.218726433,0.492592183,1.550616576,Visual,0.3984375,
381,taste,0.941176471,0.235294118,5,1.647058824,2.352941176,1.25,0.562295715,0,1.617914416,1.729926894,1.61245155,Gustatory,0.454417952,
382,tax,1,1.411764706,0,0.882352941,0,3.529411765,1.697749375,0,1.615640467,0,1.374665735,Visual,0.606060606,
383,team,0.941176471,3.8125,0.0625,1.9375,0.75,4.1875,1.276388133,0.25,1.768945072,1.290994449,1.108677891,Visual,0.38372093,
384,throw,1,1.470588235,0,3.176470588,0,4.176470588,1.545867356,0,1.810914621,0,0.882843001,Visual,0.473333333,
385,treat,1,1.588235294,3.470588235,2.705882353,1.882352941,3.117647059,1.73417212,1.73629084,1.896203638,1.798692335,1.72780037,Gustatory,0.147465438,
386,trial,1,2.411764706,0.352941176,0.705882353,0.294117647,2.882352941,1.73417212,1.221739358,1.358524286,0.985184366,1.452685141,Visual,0.389380531,
387,trust,1,3.352941176,0.117647059,1.588235294,0.058823529,3.294117647,1.998160919,0.48507125,1.872792819,0.242535625,1.928882639,Auditory,0.391608392,
388,turn,1,1.941176471,0,1.823529412,0.176470588,3.882352941,1.712840778,0,1.667156791,0.392952624,1.268973647,Visual,0.496240602,
389,type,1,2.411764706,1.647058824,2.705882353,1.588235294,3.294117647,1.938389265,1.765686002,1.72353945,1.697749375,1.829094922,Visual,0.146464646,
390,under,0.941176471,1.1875,0,2.705882353,0.117647059,4.235294118,1.470544117,0,1.829094922,0.332105582,1.251469724,Visual,0.51359786,
391,unit,0.882352941,1.5,0.375,1.866666667,0.375,3.0625,1.788854382,0.718795288,1.505545305,1.087811258,1.388944443,Visual,0.374347069,
392,value,1,2.705882353,0.647058824,1.882352941,0.529411765,3.411764706,1.649420576,1.169464432,1.691240408,1.124591429,1.325651893,Visual,0.314102564,
393,volume,1,4.352941176,0.235294118,1.117647059,0.176470588,1.647058824,1.538716042,0.752446989,1.452685141,0.727606875,1.765686002,Auditory,0.5546875,
394,vote,1,2.352941176,0,1.705882353,0,3.176470588,1.800735144,0,1.862951485,0,1.550616576,Visual,0.43902439,
395,wage,0.941176471,0.3125,0,2.705882353,0.117647059,3.588235294,0.87321246,0,1.896203638,0.332105582,1.839117435,Visual,0.533624932,
396,weather,1,3.176470588,0.235294118,3,1.764705882,4.764705882,1.740520544,0.752446989,2,1.480262298,0.437237316,Visual,0.35,
397,welcome,0.941176471,3.941176471,0.5625,2.125,0.5625,3.941176471,1.144038255,1.093541647,1.62788206,1.030776406,0.96634545,Auditory,0.303500661,
398,work,0.941176471,2.470588235,0.6875,2.294117647,0.882352941,3.588235294,1.699913493,1.537042615,1.611082939,1.495090003,1.460257834,Visual,0.292330493,
399,writing,0.941176471,1.058823529,0,2,0.0625,4.588235294,1.434860108,0,1.903943276,0.25,0.870260272,Visual,0.595135908,
400,zero,0.941176471,1.3125,0.0625,0.5625,0.1875,2.75,1.851800925,0.25,1.093541647,0.543905629,2.29492193,Visual,0.551282051,
