"Ita_Word" "Eng_Word" "length" "WordClass" "ldt_acc" "ldt_rt" "nt_acc" "nt_rt" "ldt_rt_z" "nt_rt_z" "Auditory" "Gustatory" "Haptic" "Olfactory" "Visual" "mod_e" "mod_exc" "max" "min" "mean" "mag" "mink"
"mano" "hand" 4 "n" 1 574.5 1 496.16 -0.408163078682475 -0.298186593858728 0.91 0.26 4.72 0.75 4.79 "v" 39.6325459317585 4.79 0.26 2.286 6.83232756825959 6.00230752910447
"manomettere" "tamper" 11 "v" 0.5 984 1 693.111111111111 1.68593438959541 1.08981409080129 1.6 0.09 2.5 0.13 3.54 "v" 43.8931297709924 3.54 0.09 1.572 4.62240197300062 4.00178649365798
"mantenimento" "alimony" 12 "n" 0.933333333333333 793.357142857143 1 569.5 1.11724340260917 0.129383398336006 1.11 0.32 0.82 0.19 2.28 "v" 44.2796610169491 2.28 0.19 0.944 2.69098494979069 2.39924617529029
"marcio" "rotten" 6 "a" 0.966666666666667 607.310344827586 1 552.214285714286 -0.15474965828755 -0.0351535597610173 0.46 3.65 2.63 4.25 4.39 "v" 25.5526657997399 4.39 0.46 3.076 7.60168402395153 6.11166853694586
"margherita" "daisy" 10 "n" 1 634 1 530.423076923077 0.0399153342177978 -0.0814217537277494 0.32 0.75 4.09 3.79 4.79 "v" 32.5327510917031 4.79 0.32 2.748 7.39602595993281 6.15533940425532
"martello" "hammer" 8 "n" 1 633.366666666667 1 517.931034482759 -0.12154812234996 -0.20803595860955 3.18 0.04 4.42 0.18 4.67 "v" 37.0696557245797 4.67 0.04 2.498 7.17577173549995 6.04011800238737
"massacro" "massacre" 8 "n" 0.966666666666667 618 1 531.571428571429 -0.0117683832870954 -0.165423741457708 3.47 0.19 1.37 0.93 4.35 "v" 40.349175557711 4.35 0.19 2.062 5.80872619427013 5.03281571459781
"masturbarsi" "masturbate" 11 "v" 1 741.4 1 625.862068965517 0.914899668257825 0.702569966571831 2.41 0.32 4.51 1.09 3.91 "h" 34.2320261437908 4.51 0.32 2.448 6.53657402620058 5.50507124551314
"materiale" "material" 9 "a" 0.933333333333333 683.678571428571 1 585.413793103448 0.283203291365099 0.341114704982729 1.28 1.19 4.35 1.46 4.42 "v" 25.4330708661417 4.42 1.19 2.54 6.60643625565251 5.59938566815318
"matita" "pencil" 6 "n" 0.933333333333333 631.107142857143 1 526.5 -0.00163566700322616 -0.176816185670696 1.39 0.51 4.63 1.09 4.81 "v" 34.5937248592116 4.81 0.51 2.486 6.92483212792917 5.98748118508215
"matrimonio" "wedding" 10 "n" 0.966666666666667 615.689655172414 1 548.5 -0.152584483120379 0.0507135774904796 3.63 1 1.21 0.93 4.5 "v" 31.6770186335404 4.5 0.93 2.254 6.0626644307598 5.22362359294432
"matto" "madman" 5 "a" 1 522.2 1 559.071428571429 -0.690596985417451 0.02952211855313 3.58 0.19 0.77 0.23 3.96 "v" 43.184421534937 3.96 0.19 1.746 5.40184227833431 4.76891672722706
"medicina" "medicine" 8 "n" 0.966666666666667 600.275862068965 1 567.333333333333 -0.266805896565643 0.0787363866090631 0.88 3.44 2.49 2.12 4.33 "v" 26.0180995475113 4.33 0.88 2.652 6.48470508196017 5.28406475050274
"melma" "slime" 5 "n" 0.8 743.25 1 583.28 0.935196384923186 0.228080393641354 0.98 0.16 3.72 2.4 4.47 "v" 36.7433930093777 4.47 0.16 2.346 6.36908941686329 5.37817850149291
"melodia" "melody" 7 "n" 0.966666666666667 588.310344827586 1 554.769230769231 -0.2401351158819 0.030449214453753 4.98 0.09 0.19 0.09 0.88 "a" 78.4911717495987 4.98 0.09 1.246 5.06232160179497 4.98925400124763
"memoria" "memory" 7 "n" 0.933333333333333 579.357142857143 1 522.814814814815 -0.353382727702724 -0.235614074339715 2.72 1.49 1.42 1.56 2.35 "a" 13.6268343815514 2.72 1.42 1.908 4.42617216113427 3.50527574426241
"mendicante" "beggar" 10 "a" 0.9 730.666666666667 1 657.633333333333 0.568845166567888 0.661485069393365 3.21 0 1.19 1.35 4.56 "v" 44.2289039767216 4.56 0 2.062 5.85971842326916 5.09216419407077
"mensola" "mantel" 7 "n" 0.933333333333333 584.714285714286 1 550.923076923077 -0.169558708718812 0.0958339224998783 0.27 0 4.05 0.18 4.84 "v" 51.8201284796574 4.84 0 1.868 6.31928793456984 5.64449610465643
"mente" "mind" 5 "n" 1 564.6 1 501.88 -0.396222270780285 -0.274581518997314 1.21 0.16 0.16 0.18 0.74 "a" 42.8571428571429 1.21 0.16 0.49 1.44751511218363 1.29877774666734
"mento" "chin" 5 "n" 0.933333333333333 555.714285714286 1 548 -0.451732919639102 0.0774051598571452 0.12 0.04 4.35 0.07 4.75 "v" 50.4823151125402 4.75 0.04 1.866 6.4425072758981 5.74371724601174
"meraviglia" "wonder" 10 "n" 1 614.166666666667 1 577.962962962963 -0.155718838631271 0.205570375139236 3.39 2.02 1.84 1.82 4.47 "v" 19.5716395864106 4.47 1.82 2.708 6.50010769141558 5.29876940694851
"mercato" "market" 7 "n" 1 643.666666666667 1 544.821428571429 -0.00707325561601019 -0.098823453730024 3.82 0.79 1.8 2.66 4.73 "v" 28.5507246376812 4.73 0.79 2.76 6.92134380015904 5.71555125422463
"mese" "month" 4 "n" 1 613.733333333333 1 525.392857142857 -0.146750700198629 -0.198936876063698 0.74 0.14 0.14 0.18 1.26 "v" 45.5284552845528 1.26 0.14 0.492 1.48553020837679 1.34200486996677
"mestolo" "ladle" 7 "n" 0.8 787.291666666667 1 538.428571428571 0.874922268744726 0.0840650338475086 1.05 0.61 4.32 0.4 4.75 "v" 39.0835579514825 4.75 0.4 2.226 6.54671673436388 5.74124236079608
"metallo" "metal" 7 "n" 0.966666666666667 600.172413793103 1 557.535714285714 -0.20858937016172 0.239029514585352 2.19 0.68 4.26 0.77 4.75 "v" 32.1739130434783 4.75 0.68 2.53 6.82359875725412 5.80636513853859
"metodo" "method" 6 "n" 0.9 610.518518518518 1 531.461538461538 -0.160794225826169 -0.14824980472644 1.96 0.32 0.49 0.25 2.67 "v" 42.5307557117751 2.67 0.25 1.138 3.37275851492513 2.98995682312569
"miele" "honey" 5 "n" 0.933333333333333 603.142857142857 0.964285714285714 542.52 -0.233119838628026 0.0298727470209036 0.42 4.95 3.54 3.53 4.46 "g" 26.8047337278107 4.95 0.42 3.38 8.34044363328474 6.68260759707409
"migliorare" "improve" 10 "v" 1 631.5 1 610.925925925926 -0.0281374204268416 0.444620365352996 2.51 0.84 1.26 0.81 3.07 "v" 26.6195524146054 3.07 0.81 1.698 4.32137709532505 3.63101330907773
"milionario" "millionaire" 10 "a" 0.933333333333333 677.607142857143 1 572.625 0.351234531459384 0.14172154248321 1.6 0.35 0.93 0.37 3.74 "v" 48.4978540772532 3.74 0.35 1.398 4.20379590370417 3.85540947569955
"minaccia" "menace" 8 "n" 1 610.133333333333 1 602.592592592593 -0.232841495312302 0.382921103096871 4.02 0.4 1.32 0.72 3.67 "a" 35.7354392892399 4.02 0.4 2.026 5.66128077381788 4.89282424608161
"miracolo" "miracle" 8 "n" 1 605.666666666667 1 541.346153846154 -0.117496150146174 0.0243762292231999 2.21 0.3 0.89 0.39 2.44 "v" 34.3499197431782 2.44 0.3 1.246 3.4455623633886 2.96674127798437
"miseria" "misery" 7 "n" 0.933333333333333 707.107142857143 0.964285714285714 622.62962962963 0.387103668008734 0.736298019589332 2.02 0.4 0.75 0.77 3.86 "v" 44.3589743589744 3.86 0.4 1.56 4.5050416202295 4.05542172818613
"mistico" "mystic" 7 "a" 0.833333333333333 699.96 1 611.363636363636 0.200020182033329 0.593782683993901 2.52 0.7 0.96 1.14 3 "v" 27.6442307692308 3 0.7 1.664 4.24989411632808 3.57556205484824
"mite" "meek" 4 "a" 0.9 708.185185185185 1 599.333333333333 0.588464105511634 0.360069380822705 2.38 0.54 1.57 0.48 2.88 "v" 30.5732484076433 2.88 0.48 1.57 4.1165155167933 3.46237502188058
"mobile" "cabinet" 6 "a" 0.966666666666667 573.724137931035 1 527.72 -0.372440743446106 -0.0432399028609128 1.25 0.02 3.42 0.37 4.35 "v" 46.0148777895855 4.35 0.02 1.882 5.68495382567 4.99089474894566
"mobilità" "mobility" 8 "n" 1 571.366666666667 1 607.538461538462 -0.350589343483997 0.277313082070869 1.65 0.16 1.55 0.12 3.78 "v" 50.4132231404959 3.78 0.12 1.452 4.41060086609523 3.96282168040667
"modesto" "modest" 7 "a" 1 611.233333333333 1 539.392857142857 -0.081632685082501 -0.069848400576697 2.79 0.61 0.65 0.49 3.19 "v" 34.9288486416559 3.19 0.49 1.546 4.35831389415678 3.79830610099054
"modo" "manner" 4 "n" 0.933333333333333 581.178571428571 1 508.518518518519 -0.375968786557008 -0.2222774355695 1.51 0.51 0.87 0.55 2.13 "v" 29.0843806104129 2.13 0.51 1.114 2.85245508290665 2.41381368491248
"moglie" "wife" 6 "n" 1 567.666666666667 1 548.083333333333 -0.574797788409823 0.0167925206871844 3.72 0.72 3.09 2.11 4.46 "v" 26.5248226950355 4.46 0.72 2.82 6.94612121978878 5.64062917381131
"momento" "moment" 7 "n" 1 602.666666666667 1 530.269230769231 -0.207684785234111 -0.122092944998559 1.62 0.71 0.78 0.67 2.24 "v" 26.0797342192691 2.24 0.67 1.204 3.0337105992497 2.55219229641482
"mondo" "world" 5 "n" 0.966666666666667 571.310344827586 1 550.434782608696 -0.401600654968405 0.00883023672496766 2.82 1.66 2.48 2.09 4 "v" 17.9310344827586 4 1.66 2.61 6.10135230911968 4.86832807217241
"moneta" "coin" 6 "n" 1 587.866666666667 1 528.884615384615 -0.340086622554372 -0.0704351016161699 3.05 0.26 4.4 1.21 4.79 "v" 33.0415754923414 4.79 0.26 2.742 7.28960218393295 6.08443583012084
"montagna" "mountain" 8 "n" 1 565.1 1 566.5 -0.445751097447894 0.0993876159998144 2.18 0.42 1.91 2.42 4.91 "v" 37.9222972972973 4.91 0.42 2.368 6.20817203369881 5.31264867865326
"montagne_russe" "rollercoaster" 14 "n" 0.966666666666667 707.896551724138 1 727.464285714286 0.665579800667966 1.29144158949132 3.28 0.07 2.12 0.21 4.63 "v" 44.2289039767216 4.63 0.07 2.062 6.06124574654419 5.24243058528898
"morale" "moral" 6 "a" 0.966666666666667 608.068965517241 1 542.214285714286 -0.0327612124378486 -0.115798018669491 2.7 0.16 0.37 0.18 2.46 "a" 43.2708688245315 2.7 0.16 1.174 3.67919828223487 3.25951505828115
"morbido" "soft" 7 "a" 0.966666666666667 559.48275862069 1 528.071428571429 -0.548561725977537 -0.0696351396875843 0.56 0.74 4.89 0.3 3.21 "h" 47.319587628866 4.89 0.3 1.94 5.93021078883373 5.32053467123293
"morbillo" "measles" 8 "n" 0.966666666666667 608.310344827586 1 524.928571428571 -0.0674069459203626 -0.169920338525003 0.55 0.05 1.86 0.23 4.39 "v" 61.2994350282486 4.39 0.05 1.416 4.80516388898443 4.50153103459272
"morboso" "morbid" 7 "a" 0.9 567.407407407407 1 528.192307692308 -0.251181953871568 -0.190476930540381 3.04 0.11 1.29 0.41 3.71 "v" 42.0560747663551 3.71 0.11 1.712 4.98497743224581 4.33343709942184
"morte" "death" 5 "n" 1 549.4 1 526.555555555556 -0.570612189253109 -0.110736992782983 1.86 0.12 1.35 1.25 3.61 "v" 42.6129426129426 3.61 0.12 1.638 4.45994394583609 3.8685608494165
"morto" "dead" 5 "a" 1 547.633333333333 1 499.851851851852 -0.556011370207174 -0.276289259657278 0.61 0.18 2.35 2.68 4.53 "v" 42.0289855072464 4.53 0.18 2.07 5.79916373281528 5.00558305690809
"motivo" "tune" 6 "n" 1 541.166666666667 1 485.28 -0.604945177848685 -0.462463431598261 1.96 0.02 0.27 0.09 1.5 "a" 50.5208333333333 1.96 0.02 0.768 2.4845522735495 2.21891108028446
"motocicletta" "motorcycle" 12 "n" 0.933333333333333 712.678571428571 1 602.607142857143 0.603996205781024 0.416435749940601 4.32 0.02 3.74 1.54 4.75 "v" 32.9157967988866 4.75 0.02 2.874 7.58844516353647 6.24674466420726
"motore" "engine" 6 "n" 1 592.666666666667 1 529.740740740741 -0.352404011442483 -0.234970170887073 4.26 0.05 2.84 2.21 4.39 "v" 31.5636363636364 4.39 0.05 2.75 7.09731639424367 5.8049658719338
"mucca" "cow" 5 "n" 0.966666666666667 554.068965517241 1 559.961538461538 -0.51634613325976 0.146201580210958 4.18 2.54 3.51 3.14 4.77 "v" 12.2932745314223 4.77 2.54 3.628 8.29798770787231 6.48045985026003
"muco" "mucus" 4 "n" 0.966666666666667 624.413793103448 1 576.291666666667 0.0196370625289388 0.254267820689035 0.91 1.47 2.98 0.89 4.46 "v" 33.3333333333333 4.46 0.89 2.142 5.70553240285252 4.92989074663221
"muffa" "fungus" 5 "n" 0.966666666666667 636.793103448276 1 633.227272727273 0.110998802963088 0.726862022106087 0.11 1.33 2.18 3.25 4.68 "v" 39.5670995670996 4.68 0.11 2.31 6.24486188798439 5.30792166528631
"muffin" "muffin" 6 "n" 0.766666666666667 708.565217391304 1 548.269230769231 0.422314945601733 0.157459328333091 0.49 4.84 3.84 3.82 4.65 "g" 24.6598639455782 4.84 0.49 3.528 8.6386457271959 6.88526049193499
"mulino" "windmill" 6 "n" 1 582.2 1 542.083333333333 -0.249251477838621 0.0302620426310587 2.5 0.04 2.16 0.77 4.79 "v" 46.2962962962963 4.79 0.04 2.052 5.8697700125303 5.14333863349134
"muro" "wall" 4 "n" 0.966666666666667 511.172413793103 1 543 -0.76482361546599 0.124361487375273 0.51 0.07 4.3 0.14 4.82 "v" 48.2723577235772 4.82 0.07 1.968 6.48128073763203 5.76521897495497
"muscoloso" "muscular" 9 "a" 0.9 591.962962962963 1 591.64 -0.153810532223979 0.493747964060951 0.32 0.11 4.33 0.05 4.7 "v" 48.8958990536278 4.7 0.05 1.902 6.39967967948397 5.6984294534188
"museo" "museum" 5 "n" 0.966666666666667 622.241379310345 1 554.076923076923 -0.0547322356589933 0.13705523765146 2.25 0.04 1.75 0.88 4.79 "v" 48.918640576725 4.79 0.04 1.942 5.64314628553965 5.03092533043752
"musica" "music" 6 "n" 0.966666666666667 563.758620689655 1 611.769230769231 -0.527940110169341 0.603992980306611 4.98 0.19 0.68 0.14 1.54 "a" 64.2762284196547 4.98 0.14 1.506 5.26213834861836 5.0328805137228
"mutazione" "mutation" 9 "n" 0.966666666666667 720.48275862069 0.964285714285714 656.36 0.50627616503219 0.814565744587796 1.18 0.23 1.36 0.5 3.66 "v" 49.4949494949495 3.66 0.23 1.386 4.11588386619448 3.7639139632493
"mutilare" "mutilate" 8 "v" 0.9 818.111111111111 1 687.857142857143 1.05091216268442 0.919465071841451 2.39 0.04 2.72 0.44 4.19 "v" 42.4335378323108 4.19 0.04 1.956 5.55533977358721 4.75367581030912
"narcotico" "narcotic" 9 "a" 0.866666666666667 777.884615384615 1 641.269230769231 1.06904181459402 0.791732924059184 0.84 1.36 1.29 1.51 2.64 "v" 23.5602094240838 2.64 0.84 1.528 3.67001362395291 3.00360839881994
"nascondere" "hide" 10 "v" 0.966666666666667 610.51724137931 1 526.642857142857 -0.119328377171913 -0.28895779490341 0.81 0.07 0.75 0.07 3.42 "v" 65.4296875 3.42 0.07 1.024 3.59510778697941 3.44697459338402
"naso" "nose" 4 "n" 1 553.7 1 488.56 -0.484513454742413 -0.342787100085787 0.75 0.12 4.35 1.81 4.67 "v" 38.8888888888889 4.67 0.12 2.34 6.67715508281783 5.75407430958931
"natale" "christmas" 6 "a" 1 594.333333333333 1 511.962962962963 -0.163366689038416 -0.333565794709702 3.77 2.61 2.18 2.53 4.6 "v" 15.4238368387508 4.6 2.18 3.138 7.30330746990704 5.80139406640669
"natura" "nature" 6 "n" 1 620.533333333333 1 514.307692307692 -0.0252455606151717 -0.187919255636591 3.88 2.16 3.57 3.73 4.77 "v" 14.4119271120928 4.77 2.16 3.622 8.31448735641591 6.49833891282032
"naturale" "natural" 8 "a" 1 659.366666666667 1 540.933333333333 0.104403917184486 0.018247070852275 2.77 2.64 2.66 2.79 4.25 "v" 10.6551952349437 4.25 2.64 3.022 6.89671661009788 5.39421003784614
"nave" "ship" 4 "n" 0.933333333333333 579.607142857143 1 508.074074074074 -0.367916375315561 -0.230269949156013 3.58 0.07 2.72 1.05 4.81 "v" 38.7571545380213 4.81 0.07 2.446 6.6677057523559 5.629951856079
"negligenza" "neglect" 10 "n" 0.9 740.703703703704 1 614.333333333333 0.801984929098093 0.683851293358728 2.36 0.27 0.53 0.33 3.21 "v" 43.8805970149254 3.21 0.27 1.34 4.04183126812587 3.59404659016589
"neonato" "infant" 7 "a" 0.933333333333333 584.642857142857 1 551.689655172414 -0.240559500609861 -0.00697336125280277 4.35 0.28 3.84 2.6 4.79 "v" 28.4363177805801 4.79 0.28 3.172 7.96558849050087 6.43474084541526
"nero" "black" 4 "a" 0.966666666666667 564.103448275862 0.928571428571429 512.521739130435 -0.377873190516329 -0.241437227974127 0.21 0.26 0.42 0.25 4.88 "v" 77.5747508305648 4.88 0.21 1.204 4.91579088245218 4.88163082084035
"nervoso" "nervous" 7 "a" 0.966666666666667 541.275862068965 1 520.148148148148 -0.608005074735224 -0.191510101853565 3.68 0.09 1.18 0.21 3.95 "v" 42.371020856202 3.95 0.09 1.822 5.53077752219342 4.83628361718705
"nettare" "nectar" 7 "n" 0.8 764.75 1 619.92 0.728662167204449 0.489173840206371 0.37 3.93 2 2.6 3.77 "g" 28.0978689818469 3.93 0.37 2.534 6.36825721842326 5.19135327043811
"neve" "snow" 4 "n" 0.966666666666667 540.827586206897 1 520.76 -0.589559328108386 -0.225797077309456 1.05 1.46 4.56 1.05 4.84 "v" 29.2438271604938 4.84 1.05 2.592 6.9681991934789 5.97793848098512
"nevrotico" "neurotic" 9 "a" 0.933333333333333 612.392857142857 1 564.678571428571 -0.0273544693873363 0.151610451904906 3.32 0.04 0.61 0.09 3.61 "v" 46.5449804432855 3.61 0.04 1.534 4.94330860861427 4.37722430350307
"nodo" "knot" 4 "n" 0.966666666666667 591.413793103448 1 515.740740740741 -0.216675689059964 -0.246898590977267 0.28 0.11 4.49 0.21 4.63 "v" 46.5020576131687 4.63 0.11 1.944 6.46 5.74692200732945
"noia" "ennui" 4 "n" 1 563.633333333333 1 557.592592592593 -0.387161389738455 0.0382921736872363 2.72 0.44 0.42 0.32 3.18 "v" 40.3954802259887 3.18 0.32 1.416 4.24066032593982 3.7437970340699
"nome" "name" 4 "n" 0.933333333333333 571.107142857143 1 519.5 -0.440737869422224 -0.179622334794223 4.4 0.13 0.26 0.11 2.4 "a" 58.7671232876712 4.4 0.11 1.46 5.0216132865843 4.62651828798632
"notizie" "news" 7 "n" 0.9 580 1 639.166666666667 -0.233780158202074 0.661866235506184 4.4 0.12 0.3 0.09 3.61 "a" 50.5868544600939 4.4 0.09 1.704 5.70128055790978 5.09497567468932
"nudo" "nude" 4 "a" 0.966666666666667 601.51724137931 0.964285714285714 590.714285714286 -0.312781700787521 0.384206174088112 0.51 0.39 3.96 0.95 4.84 "v" 41.7840375586854 4.84 0.39 2.13 6.35782195409717 5.60968122336707
"nuotatore" "swimmer" 9 "n" 1 649.266666666667 1 619.423076923077 0.13049621664177 0.617351740509792 2.54 0.07 1.81 0.86 4.68 "v" 46.285140562249 4.68 0.07 1.992 5.68986818827994 5.0060784208988
"nutrire" "nourish" 7 "v" 0.933333333333333 632.607142857143 1 595.08 0.140958278744957 0.430869550408341 1.46 2.39 1.66 1.18 3.82 "v" 25.1189343482398 3.82 1.18 2.102 5.1559771139911 4.28584403802931
"nuvole" "clouds" 6 "n" 0.966666666666667 532.413793103448 1 578.96 -0.620489964437588 0.411226472015687 0.09 0 0.18 0.16 4.91 "v" 91.9475655430712 4.91 0 1.068 4.9167265533076 4.91014734577724
"nuvoloso" "overcast" 8 "a" 1 580.333333333333 1 539.24 -0.291292278209509 0.0163994654997518 0.61 0.11 0.19 0.58 4.77 "v" 74.4408945686901 4.77 0.11 1.252 4.84866992071021 4.77629539701523
"obbedire" "obey" 8 "v" 1 655.033333333333 1 492.391304347826 0.155771339028462 -0.428823750626446 3.11 0.09 0.54 0.09 3.09 "a" 43.6416184971098 3.11 0.09 1.384 4.4190496715923 3.9092653255183
"obesità" "obesity" 7 "n" 0.933333333333333 596.678571428571 1 517.962962962963 -0.209282156356709 -0.255690793147082 0.58 0.12 2.83 0.17 4.65 "v" 54.251497005988 4.65 0.12 1.67 5.47823876807136 4.97873051677831
"obitorio" "morgue" 8 "n" 0.8 764.25 1 584.714285714286 0.833164272681582 0.157959161777223 0.98 0.05 0.98 1.55 4.34 "v" 54.3037974683544 4.34 0.05 1.58 4.81262921904441 4.43703058765329
"occhio" "eye" 6 "n" 1 549.566666666667 1 475.48 -0.700656945279322 -0.566852386188812 0.19 0.25 3.05 0.04 4.77 "v" 56.9879518072289 4.77 0.04 1.66 5.6705907981444 5.15421474183023
"occhiolino" "wink" 10 "n" 1 638.766666666667 1 568.925925925926 0.0991155179581742 0.263873097459148 0.05 0 0.47 0 4.93 "v" 90.4587155963303 4.93 0 1.09 4.95260537495165 4.93142519897598
"oceano" "ocean" 6 "n" 1 540.966666666667 1 487.071428571429 -0.575869522575885 -0.469213369616855 3.67 0.91 2.63 2.6 4.77 "v" 26.4746227709191 4.77 0.91 2.916 7.12227491746843 5.79376275591289
"odio" "hate" 4 "n" 0.966666666666667 519.51724137931 1 486.379310344828 -0.699873514705739 -0.586580061826213 3.37 0.54 1 0.49 3.46 "v" 33.5214446952596 3.46 0.49 1.772 4.98600040112313 4.32620739008371
"odioso" "obnoxious" 6 "a" 0.966666666666667 639.965517241379 1 488.32 -0.00675786550278011 -0.43304209760164 3.59 1.41 1.52 1.39 3.66 "v" 19.6197061365601 3.66 1.39 2.314 5.70213118053242 4.70713903753689
"offendere" "offend" 9 "v" 0.966666666666667 611.241379310345 1 503.565217391304 -0.173099181767483 -0.353111732029381 4.14 0.09 0.7 0.27 3.4 "a" 47.093023255814 4.14 0.09 1.72 5.41023104867066 4.80048253250905
"offendersi" "resent" 10 "v" 0.933333333333333 693.285714285714 1 544.172413793103 0.329196420366719 -0.00319945799743746 3.28 0.04 0.47 0.18 3.23 "a" 45 3.28 0.04 1.44 4.6310042107517 4.10345807795991
"ombra" "shadow" 5 "n" 1 603.466666666667 1 497.862068965517 -0.257739334323505 -0.466431463705877 0.05 0 0.21 0.02 4.88 "v" 94.5736434108527 4.88 0 1.032 4.88481320011318 4.88013148552829
"ombrello" "umbrella" 8 "n" 1 583.333333333333 0.964285714285714 550.269230769231 -0.287722334173097 0.0828396931364044 1.3 0.04 4.35 0.18 4.82 "v" 44.7146866230122 4.82 0.04 2.138 6.62411503523301 5.81368093259629
"omicida" "murderer" 7 "n" 1 578.5 1 567.241379310345 -0.298025998544368 -0.00126245980819979 2.42 0.05 1.07 0.44 3.77 "v" 48 3.77 0.05 1.55 4.62712653814438 4.10286282309612
"onesto" "honest" 6 "a" 0.9 581.111111111111 0.964285714285714 471.259259259259 -0.364587055801011 -0.651044048245446 3.23 0.21 0.6 0.28 3.23 "a" 40 3.23 0.21 1.51 4.62042205864356 4.07451466738014
"onore" "honor" 5 "n" 1 566.7 1 434.076923076923 -0.503232958503022 -1.00209404267554 2.54 0.14 0.32 0.11 2.5 "a" 43.3155080213904 2.54 0.11 1.122 3.58269451670108 3.17641867697381
"opinione" "opinion" 8 "n" 0.966666666666667 623.241379310345 1 529.615384615385 0.051465672817015 -0.137558352419285 3.89 0.11 0.09 0.12 1.49 "a" 66.6666666666667 3.89 0.09 1.14 4.16974819383617 3.96162480513487
"oppresso" "burdened" 8 "a" 0.966666666666667 629.896551724138 1 565.785714285714 0.136564954553754 0.0394863794760473 2.74 0.07 1.02 0.16 3.79 "v" 47.8149100257069 3.79 0.07 1.556 4.78984342124041 4.23724266702758
"opuscolo" "pamphlet" 8 "n" 0.9 704.814814814815 1 587.96 0.509685302553956 0.44664479410455 0.43 0.04 3.8 0.7 4.71 "v" 48.2438016528926 4.71 0.04 1.936 6.10742171460265 5.42636491667181
"opzione" "option" 7 "n" 0.9 641.037037037037 1 536.214285714286 0.0869112190541453 -0.191475429466038 1.93 0.25 0.42 0.18 2.56 "v" 44.5692883895131 2.56 0.18 1.068 3.24804556618284 2.88697360018671
"orchestra" "orchestra" 9 "n" 1 610.666666666667 1 548.142857142857 -0.123144990903107 -0.0348281721975727 4.96 0.04 1.14 0.25 4.54 "a" 45.0137236962489 4.96 0.04 2.186 6.82472710077114 6.0101479472219
"orchidea" "orchid" 8 "n" 0.933333333333333 650.142857142857 1 554.48275862069 0.251189672952418 0.137253266627565 0.14 0.21 3.16 3.63 4.68 "v" 38.409475465313 4.68 0.14 2.364 6.71778237218206 5.66603251650199
"ordinato" "tidy" 8 "a" 1 592.266666666667 1 515.551724137931 -0.220451288852144 -0.482403367082198 0.77 0.33 2.44 0.21 4.53 "v" 52.1739130434783 4.53 0.21 1.656 5.21731731831599 4.76202959373072
"orecchio" "ear" 8 "n" 1 563.133333333333 1 514.133333333333 -0.520726237142513 -0.335040197924917 1.93 0.18 4.37 0.21 4.53 "v" 38.7700534759358 4.53 0.18 2.244 6.58932469984596 5.68378772683697
"orgasmo" "orgasm" 7 "n" 0.933333333333333 590.392857142857 1 514.923076923077 -0.125315491756207 -0.294598735909749 4.07 1.46 3.32 1.53 3.77 "a" 18.4452296819788 4.07 1.46 2.83 6.80240398682701 5.47692655593256
"orgoglio" "pride" 8 "n" 1 625.233333333333 1 531.035714285714 -0.092417422074702 -0.237175103116231 2.7 0.14 0.3 0.14 2.84 "v" 44.1176470588235 2.84 0.14 1.224 3.93507306158348 3.49309637820656
"orgoglioso" "proud" 10 "a" 1 587.3 1 466.153846153846 -0.35922683085036 -0.704413534456075 3.47 0.12 0.3 0.18 3.46 "a" 44.4887118193891 3.47 0.12 1.506 4.91419372837498 4.36623989056578
"oro" "gold" 3 "n" 1 540.5 1 479.620689655172 -0.640203769879055 -0.625407163831226 0.54 0.18 2.72 0.32 4.75 "v" 53.7015276145711 4.75 0.18 1.702 5.51246768698012 5.03300284318449
"orologio" "clock" 8 "n" 1 609.466666666667 0.964285714285714 524.115384615385 -0.261732109211392 -0.395051506189475 3.12 0.02 3.77 0.09 4.79 "v" 40.4580152671756 4.79 0.02 2.358 6.84835016628093 5.78753702206273
"orribile" "dreadful" 8 "a" 0.966666666666667 613.862068965517 1 497.296296296296 -0.100370091296839 -0.305289715188218 3.4 2.54 2.05 2.4 4.47 "v" 16.2853297442799 4.47 2.05 2.972 6.92495487349918 5.51176338455261
"orrore" "horror" 6 "n" 1 564.833333333333 1 506.230769230769 -0.571352895421374 -0.34635712673253 3.74 1.35 1.54 1.47 4.51 "v" 25.0594766058684 4.51 1.35 2.522 6.3782991463242 5.35240101854221
"osceno" "obscene" 6 "a" 0.933333333333333 618.392857142857 1 530.275862068965 -0.0574577839358926 -0.118382771048505 3.42 1.37 1.21 1.46 4.28 "v" 26.1499148211244 4.28 1.21 2.348 5.95713018155555 5.01143370083409
"ospedale" "hospital" 8 "n" 0.933333333333333 570.535714285714 1 521 -0.451579306253583 -0.162868542854195 2.67 0.42 1.72 2.95 4.84 "v" 35.0793650793651 4.84 0.42 2.52 6.51089855549908 5.46533545730455
"ossessione" "obsession" 10 "n" 0.966666666666667 599.793103448276 1 532.333333333333 -0.222547789148218 -0.133330782904646 2.8 0.7 0.98 0.79 2.89 "v" 26.8382352941177 2.89 0.7 1.632 4.27394431409676 3.63087639821715
"ostacolare" "hinder" 10 "v" 0.966666666666667 641.241379310345 1 591.137931034483 0.137573317534016 0.209228574999917 2.19 0.04 1.68 0.04 3.44 "v" 46.0081190798376 3.44 0.04 1.478 4.41081625099029 3.82478724662834
