Item#,Property,Familiarity,VisualStrengthMean,HapticStrengthMean,AuditoryStrengthMean,OlfactoryStrengthMean,GustatoryStrengthMean,VisualStrengthSD,HapticStrengthSD,AuditoryStrengthSD,OlfactoryStrengthSD,GustatoryStrengthSD,DominantModality,ModalityExclusivity,BNCFrequency,BNCLogFrequency,OrthographicLength
161,gooey,1,4.238095238,4.666666667,1.571428571,0.714285714,2.619047619,0.700340053,0.730296743,1.599106894,1.23056317,1.935876816,Haptic,0.286206897,0,0,5
162,gorgeous,1,4.904761905,2.19047619,1.476190476,2.857142857,2.523809524,0.300792604,1.691716513,1.631534481,1.621286967,1.833549771,Visual,0.245733788,6,1.945910149,8
163,grainy,1,3.428571429,4.19047619,1.238095238,0.476190476,2.333333333,1.434274331,1.077916862,1.261140829,0.980767435,1.712697677,Haptic,0.318367347,0,0,6
164,grassy,1,4.619047619,3.238095238,0.2,3,0.333333333,0.669043382,1.261140829,0.615587011,1,0.912870929,Visual,0.387959866,3,1.386294361,6
165,greasy,1,3.761904762,3.952380952,0.19047619,2.333333333,3.80952381,0.995226703,1.160869953,0.511766316,1.770122406,1.249761882,Haptic,0.26779661,4,1.609437912,6
166,green,1,4.952380952,0.380952381,0.238095238,0.714285714,0.523809524,0.21821789,1.023532631,0.624880941,1.309307341,0.92838826,Visual,0.692307692,129,4.86753445,5
167,grey,1,4.761904762,0.047619048,0.380952381,0.285714286,0.095238095,0.624880941,0.21821789,0.864649668,0.956182887,0.300792604,Visual,0.846153846,54,4.007333185,4
168,gritty,1,3.476190476,4.333333333,1.857142857,0.19047619,1.857142857,1.327367606,0.856348839,1.525965736,0.402373908,1.651838802,Haptic,0.353658537,2,1.098612289,6
169,groaning,1,2.142857143,0.142857143,4.476190476,0.047619048,0,1.458962449,0.358568583,0.872871561,0.21821789,0,Auditory,0.657342657,2,1.098612289,8
170,grotesque,1,4.380952381,2.857142857,1.761904762,3,2.761904762,1.116968687,1.740279124,1.89485519,1.788854382,1.946914531,Visual,0.177419355,3,1.386294361,9
171,growling,1,3.047619048,0.19047619,4.619047619,0.19047619,0.095238095,1.283596139,0.511766316,0.74001287,0.511766316,0.300792604,Auditory,0.555555556,1,0.693147181,8
172,grubby,1,4.666666667,2.333333333,0.142857143,2.142857143,0.19047619,0.577350269,1.390443574,0.478091444,1.458962449,0.511766316,Visual,0.477386935,3,1.386294361,6
173,gurgling,1,3.238095238,0.714285714,4.380952381,0.523809524,0.476190476,1.338086765,1.309307341,0.864649668,1.077916862,1.123345344,Auditory,0.418367347,1,0.693147181,8
174,hairy,1,4.476190476,4.428571429,0.19047619,0.19047619,0.19047619,1.077916862,1.287300609,0.601585208,0.679635757,0.402373908,Visual,0.452261307,4,1.609437912,5
175,handsome,1,4.952380952,1.428571429,0.904761905,1.380952381,0.333333333,0.21821789,1.468721504,1.135991281,1.687488977,0.795822426,Visual,0.513227513,17,2.890371758,8
176,happy,1,4.333333333,1.238095238,3.619047619,1.285714286,1.142857143,1.197219,1.70014005,1.564486832,1.792842914,1.711306936,Visual,0.274590164,117,4.770684624,5
177,hard,1,3.904761905,4.714285714,1.285714286,0.095238095,1,1.410842369,0.46291005,1.553797192,0.300792604,1.224744871,Haptic,0.41991342,228,5.433722004,4
178,harsh,1,3.19047619,2.523809524,3.333333333,1.80952381,2.285714286,1.503963019,1.400680107,1.591644852,1.860619456,1.677583296,Auditory,0.115942029,15,2.772588722,5
179,hazy,1,4.380952381,0.142857143,0.952380952,0.476190476,0,0.973457265,0.478091444,1.07126983,0.872871561,0,Visual,0.736,2,1.098612289,4
180,heavy,1,3.523809524,3.904761905,1.714285714,0.238095238,0.571428571,1.400680107,1.670471847,1.792842914,0.768424486,1.325572653,Haptic,0.368421053,94,4.553876892,5
181,herby,1,2.80952381,0.761904762,0.047619048,4.142857143,4.80952381,1.327367606,1.179184545,0.21821789,0.792824967,0.402373908,Gustatory,0.378787879,0,0,5
182,high,1,4.380952381,2.285714286,2.476190476,0.285714286,0.285714286,0.920662287,2.077085871,1.860619456,0.783763813,0.783763813,Visual,0.421568627,383,5.950642553,4
183,hissing,1,2.095238095,0.333333333,4.523809524,0.047619048,0.047619048,1.48002574,0.795822426,0.92838826,0.21821789,0.21821789,Auditory,0.635135135,2,1.098612289,7
184,hoarse,0.952380952,1.55,1.45,3.9,0.15,0.35,1.731290969,1.571958216,1.744163199,0.489360485,0.988086934,Auditory,0.506756757,2,1.098612289,6
185,hollow,1,4.380952381,4.142857143,3.857142857,0.095238095,0.571428571,0.804747816,1.014185106,1.558387445,0.300792604,1.287300609,Visual,0.328467153,11,2.48490665,6
186,honeyed,1,3.047619048,1.333333333,0.333333333,3.571428571,4.095238095,1.627150592,1.390443574,0.795822426,1.325572653,1.374945886,Gustatory,0.303846154,0,0,7
187,hot,1,3.333333333,4.857142857,1.047619048,1.666666667,4.428571429,1.425949976,0.358568583,1.395571226,2.081665999,1.39897922,Haptic,0.248447205,91,4.521788577,3
188,howling,1,2.80952381,0.142857143,4.952380952,0.142857143,0.142857143,1.435933411,0.654653671,0.21821789,0.654653671,0.654653671,Auditory,0.587209302,3,1.386294361,7
189,huge,1,4.95,3.714285714,1.428571429,0.333333333,0.380952381,0.223606798,1.45405836,1.719634513,1.110555417,1.244033379,Visual,0.427186605,79,4.382026635,4
190,humid,1,1.761904762,3.285714286,0.238095238,1.428571429,0.476190476,1.578124263,1.419255338,0.538958431,1.287300609,0.980767435,Haptic,0.42384106,2,1.098612289,5
191,hushed,1,1.80952381,0.142857143,4.380952381,0.047619048,0,1.470341716,0.358568583,0.864649668,0.21821789,0,Auditory,0.686567164,2,1.098612289,6
192,husky,1,1.285714286,0.571428571,4.619047619,0.714285714,0.333333333,1.585649934,1.121223821,0.804747816,1.309307341,0.912870929,Auditory,0.569620253,2,1.098612289,5
193,icy,1,4.523809524,4.428571429,1.238095238,0.619047619,1.904761905,0.601585208,1.164964745,1.48002574,1.244033379,1.609495632,Visual,0.307116105,7,2.079441542,3
194,immense,0.952380952,4,2.095238095,2.333333333,1.666666667,1.619047619,1.549193338,1.972429008,2.033060091,2.105548226,2.108937896,Visual,0.203252033,14,2.708050201,7
195,insipid,0.285714286,1.714285714,0.428571429,0.285714286,1.428571429,0.857142857,1.603567451,0.786795792,0.755928946,1.272418021,1.214985793,Visual,0.303030303,1,0.693147181,7
196,itchy,1,3.142857143,4.80952381,1.285714286,0.285714286,0.333333333,1.492840055,0.511766316,1.383577144,0.560611911,0.577350269,Haptic,0.458937198,1,0.693147181,5
197,jagged,1,4.714285714,4.761904762,0.619047619,0.238095238,0.476190476,0.560611911,0.43643578,1.07126983,0.768424486,0.92838826,Haptic,0.418502203,3,1.386294361,6
198,jammy,1,3.333333333,1.523809524,0.238095238,2.476190476,4.714285714,1.390443574,1.569045813,0.768424486,1.600595127,0.717137166,Gustatory,0.364341085,0,0,5
199,jingling,0.952380952,2.95,1.1,4.95,0.15,0.15,1.35627198,1.252366182,0.223606798,0.670820393,0.670820393,Auditory,0.516129032,0,0,8
200,juicy,1,3.619047619,2.19047619,1.428571429,2.80952381,4.857142857,1.283596139,1.66189794,1.804755623,1.778174559,0.358568583,Gustatory,0.230031949,2,1.098612289,5
201,khaki,0.952380952,4.95,0.55,0.3,0.25,0.1,0.223606798,1.431782106,0.97872097,0.786397516,0.447213595,Visual,0.788617886,2,1.098612289,5
202,large,1,4.857142857,4.19047619,1.476190476,0.380952381,0.571428571,0.358568583,1.400680107,1.600595127,1.244033379,1.468721504,Visual,0.390041494,337,5.823045895,5
203,laughing,1,4.333333333,0.55,4.714285714,0.047619048,0.047619048,0.912870929,1.099042646,0.46291005,0.21821789,0.21821789,Auditory,0.481454188,26,3.295836866,8
204,leathery,1,4.142857143,4.571428571,0.523809524,2.857142857,0.380952381,0.654653671,0.507092553,1.209092537,1.352246808,0.920662287,Haptic,0.335877863,1,0.693147181,8
205,lemony,1,2.904761905,0.714285714,0,3.714285714,4.952380952,1.546116487,0.956182887,0,1.007117528,0.21821789,Gustatory,0.403100775,0,0,6
206,light,1,4.142857143,2.380952381,1,1,1.571428571,1.195228609,2.060975266,1.516575089,1.449137675,1.660464651,Visual,0.311320755,216,5.379897354,5
207,lilting,0.523809524,2.545454545,1.416666667,2.272727273,0.545454545,0.363636364,1.368476259,1.781640375,2.148995537,1.035725481,0.924416278,Visual,0.305408271,0,0,7
208,lithe,0.285714286,4.166666667,3,0,0.166666667,0.166666667,0.752772653,1.264911064,0,0.40824829,0.40824829,Visual,0.555555556,1,0.693147181,5
209,little,1,4.666666667,3.238095238,0.380952381,0,0.095238095,0.856348839,1.546116487,0.804747816,0,0.300792604,Visual,0.556818182,536,6.285998095,6
210,long,1,4.761904762,3.904761905,0.714285714,0,0,0.538958431,1.179184545,1.419255338,0,0,Visual,0.507614213,529,6.272877007,4
211,loose,1,4.142857143,3.80952381,0.380952381,0.142857143,0.047619048,0.963624112,1.364516311,0.74001287,0.654653671,0.21821789,Visual,0.480446927,31,3.465735903,5
212,loud,1,1.571428571,0.238095238,4.952380952,0.095238095,0.238095238,1.468721504,0.538958431,0.21821789,0.43643578,0.768424486,Auditory,0.684563758,25,3.258096538,4
213,low,1,4.285714286,2.523809524,1.904761905,0.142857143,0.142857143,1.419255338,1.778174559,1.868281614,0.654653671,0.654653671,Visual,0.46031746,166,5.117993812,3
214,lukewarm,1,0.714285714,4.714285714,0.238095238,0.714285714,2.571428571,1.383577144,0.717137166,0.889087279,1.346954236,2.063284483,Haptic,0.5,2,1.098612289,8
215,lumpy,1,4.428571429,4.476190476,0.714285714,0.285714286,2.523809524,0.746420027,0.872871561,1.10194633,0.783763813,2.204972735,Haptic,0.337164751,2,1.098612289,5
216,lush,1,4.047619048,3,0.857142857,3,2.952380952,0.973457265,1.816590212,1.525965736,1.760681686,1.856776521,Visual,0.23024055,4,1.609437912,4
217,malty,0.904761905,1.842105263,0.789473684,0,2.736842105,3.842105263,1.607729866,1.272746259,0,1.593113836,1.462993806,Gustatory,0.417142857,0,0,5
218,meaty,1,3.761904762,1.619047619,0.095238095,3.285714286,4.80952381,0.83094897,1.532194194,0.300792604,1.055597326,0.402373908,Gustatory,0.347368421,1,0.693147181,5
219,medicinal,0.952380952,3.2,0.75,0.6,2.35,2.45,1.361114095,1.019545823,1.273205652,1.814415956,1.932410548,Visual,0.278074866,3,1.386294361,9
220,mellow,1,3.142857143,0.428571429,2.714285714,0.80952381,1.047619048,1.424279266,0.978336781,1.707127914,1.435933411,1.657594356,Visual,0.333333333,3,1.386294361,6
221,melodious,0.904761905,0.842105263,0.526315789,4.842105263,0.368421053,0.368421053,1.302269724,1.123902974,0.501459857,1.116070802,1.116070802,Auditory,0.643939394,0,0,9
222,melted,1,4.857142857,3.857142857,0.857142857,1.571428571,2.714285714,0.358568583,1.31475147,1.424279266,1.719634513,2.10102016,Visual,0.288659794,6,1.945910149,6
223,meowing,1,2.571428571,0.19047619,4.952380952,0.380952381,0.095238095,1.630074494,0.511766316,0.21821789,0.74001287,0.43643578,Auditory,0.593023256,0,0,7
224,metal,1,4.523809524,4.238095238,2.666666667,1.238095238,1.285714286,0.601585208,0.768424486,1.559914528,1.220850601,1.488047618,Visual,0.235494881,46,3.850147602,5
225,mild,1,2.19047619,1.380952381,1.761904762,2.619047619,3.619047619,1.631534481,1.856776521,1.786190413,1.883512423,1.532194194,Gustatory,0.193415638,16,2.833213344,4
226,miniature,1,4.571428571,3.333333333,0.428571429,0.19047619,0.142857143,0.978336781,1.425949976,1.075705748,0.679635757,0.654653671,Visual,0.510989011,9,2.302585093,9
227,minty,1,1.714285714,0.142857143,0,3.952380952,4.952380952,1.521277659,0.358568583,0,0.973457265,0.21821789,Gustatory,0.460176991,0,0,5
228,misty,1,4.714285714,1.095238095,0.571428571,0.952380952,0.476190476,0.560611911,1.48002574,1.121223821,1.395571226,0.980767435,Visual,0.542682927,3,1.386294361,5
229,moaning,1,3,0.19047619,4.952380952,0.142857143,0.142857143,1.816590212,0.679635757,0.21821789,0.654653671,0.654653671,Auditory,0.570621469,4,1.609437912,7
230,moist,1,3.666666667,4.380952381,1.428571429,1.714285714,2.857142857,1.154700538,0.864649668,1.434274331,1.419255338,1.458962449,Haptic,0.210169492,6,1.945910149,5
231,motionless,1,4.571428571,2.523809524,1.714285714,0.047619048,0,0.978336781,1.569045813,1.23056317,0.21821789,0,Visual,0.516129032,4,1.609437912,10
232,mottled,0.523809524,4.363636364,1.333333333,0.636363636,0.727272727,0.636363636,0.674199862,1.302677895,1.026910636,1.190874392,1.206045378,Visual,0.484251969,1,0.693147181,7
233,mouldy,1,4.380952381,1.80952381,0.047619048,3.476190476,3,0.973457265,1.167006753,0.21821789,1.470341716,1.897366596,Visual,0.34082397,1,0.693147181,6
234,muddy,1,4.523809524,3.523809524,1.380952381,2.238095238,0.761904762,0.74960307,1.536848972,1.499206139,1.410842369,1.410842369,Visual,0.302681992,6,1.945910149,5
235,muffled,1,1.380952381,0.428571429,4.476190476,0.333333333,0.333333333,1.564486832,0.870139562,1.077916862,1.110555417,0.966091783,Auditory,0.595890411,4,1.609437912,7
236,muggy,0.80952381,3.176470588,1.352941176,0.764705882,1.588235294,0.647058824,1.845104811,1.578811914,1.200490096,1.543487266,1.114740803,Visual,0.3359375,0,0,5
237,mumbling,1,1.904761905,0.238095238,4.904761905,0.142857143,0.095238095,1.445847914,0.538958431,0.300792604,0.654653671,0.43643578,Auditory,0.660130719,1,0.693147181,8
238,murky,1,4.380952381,0.857142857,0.571428571,1.571428571,0.428571429,0.864649668,1.108409414,1.121223821,1.502379066,0.978336781,Visual,0.506097561,2,1.098612289,5
239,murmuring,1,2.19047619,0.238095238,4.857142857,0.142857143,0.095238095,1.860619456,0.538958431,0.478091444,0.478091444,0.43643578,Auditory,0.632911392,2,1.098612289,9
240,mushroomy,1,3.857142857,1.761904762,0.047619048,3,4.761904762,1.424279266,1.609495632,0.21821789,1.414213562,0.538958431,Gustatory,0.35106383,0,0,9
241,mushy,1,3.857142857,4.428571429,1.904761905,0.523809524,3.238095238,1.31475147,1.207121724,1.513431925,0.92838826,1.972429008,Haptic,0.279863481,1,0.693147181,5
242,musky,0.904761905,1.947368421,0.157894737,0.368421053,4.263157895,2.052631579,1.778691286,0.374634325,0.830697586,1.407997209,1.544656891,Olfactory,0.467065868,0,0,5
243,musty,0.904761905,3.210526316,0.631578947,0.473684211,4.315789474,1.736842105,1.397575177,0.955133866,0.904827857,1.157230006,1.521771821,Olfactory,0.370558376,1,0.693147181,5
244,mute,1,1.523809524,0.095238095,4.952380952,0,0,1.691716513,0.43643578,0.21821789,0,0,Auditory,0.753623188,2,1.098612289,4
245,muttering,1,2.619047619,0.19047619,4.80952381,0.142857143,0.095238095,1.532194194,0.511766316,0.511766316,0.478091444,0.43643578,Auditory,0.6,4,1.609437912,9
246,narrow,1,4.857142857,3.095238095,0.523809524,0.095238095,0.095238095,0.358568583,1.70014005,0.74960307,0.43643578,0.43643578,Visual,0.549450549,50,3.931825633,6
247,noisy,1,1.666666667,0.285714286,4.952380952,0.047619048,0.047619048,1.238278375,0.902377811,0.21821789,0.21821789,0.21821789,Auditory,0.700680272,10,2.397895273,5
248,noxious,0.523809524,2.454545455,0.272727273,0.818181818,3.1,2.181818182,1.368476259,0.646669791,1.167748416,2.233582076,1.887759615,Olfactory,0.320288363,2,1.098612289,7
249,nutty,1,3.571428571,1.476190476,0.333333333,3,4.952380952,1.164964745,1.030487633,0.730296743,1.224744871,0.21821789,Gustatory,0.346428571,1,0.693147181,5
250,odorous,1,1.142857143,0.19047619,0.285714286,4.952380952,1.857142857,1.352246808,0.601585208,0.643650304,0.21821789,1.458962449,Olfactory,0.564971751,1,0.693147181,7
251,oily,1,3.904761905,3.619047619,0.238095238,2,3.333333333,1.04425868,1.359271514,0.889087279,1.4509525,1.683250823,Visual,0.28,3,1.386294361,4
252,oniony,1,3.428571429,1.238095238,0.19047619,4.523809524,4.952380952,1.287300609,1.338086765,0.679635757,0.92838826,0.21821789,Gustatory,0.332225914,0,0,6
253,open,1,4.761904762,3.428571429,1.333333333,0.19047619,0.095238095,0.43643578,1.719634513,1.425949976,0.601585208,0.43643578,Visual,0.475728155,303,5.717027701,4
254,orange,1,4.619047619,1.142857143,0.095238095,2.333333333,2.80952381,0.973457265,1.8516402,0.300792604,2.152517905,2.135861597,Visual,0.411255411,27,3.33220451,6
255,orangey,1,4.238095238,1.571428571,0.380952381,3.761904762,4.333333333,1.135991281,1.690308509,1.07126983,1.445847914,1.064581295,Gustatory,0.276666667,0,0,7
256,oval,1,4.619047619,3.952380952,0.047619048,0.19047619,0.285714286,0.804747816,0.864649668,0.21821789,0.679635757,0.783763813,Visual,0.502617801,7,2.079441542,4
257,painful,1,3.857142857,4.619047619,3.333333333,0.761904762,0.80952381,1.458962449,0.973457265,1.622754859,1.410842369,1.400680107,Haptic,0.288256228,19,2.995732274,7
258,palatable,0.80952381,3.470588235,0.764705882,0.235294118,3.647058824,4.823529412,1.178857872,0.9701425,0.562295715,1.271867548,0.392952624,Gustatory,0.354545455,1,0.693147181,9
259,pale,1,4.952380952,0.285714286,0.238095238,0.095238095,0.333333333,0.21821789,0.643650304,0.624880941,0.43643578,1.064581295,Visual,0.822580645,35,3.583518938,4
260,patterned,1,4.904761905,1.714285714,0.333333333,0.095238095,0.047619048,0.300792604,1.419255338,1.154700538,0.43643578,0.21821789,Visual,0.684563758,4,1.609437912,9
261,peachy,1,3.238095238,2.142857143,0.047619048,3.047619048,3.619047619,1.70014005,1.930950913,0.21821789,1.596126263,1.532194194,Gustatory,0.295275591,0,0,6
262,peppery,1,2.666666667,0.333333333,0.095238095,3.523809524,4.952380952,1.354006401,0.658280589,0.43643578,1.249761882,0.21821789,Gustatory,0.419753086,0,0,7
263,perfumed,1,0.476190476,0.19047619,0.095238095,4.904761905,2.285714286,0.92838826,0.601585208,0.43643578,0.43643578,1.45405836,Olfactory,0.604790419,1,0.693147181,8
264,petite,1,4.523809524,2.714285714,0.285714286,0,0,1.123345344,1.677583296,0.902377811,0,0,Visual,0.601265823,2,1.098612289,6
265,pink,1,4.476190476,0.333333333,0.142857143,0.19047619,0.333333333,1.209092537,0.795822426,0.358568583,0.679635757,0.795822426,Visual,0.791304348,34,3.555348061,4
266,plain,1,4.285714286,1.19047619,0.571428571,1.095238095,3.238095238,1.055597326,1.435933411,1.247855303,1.179184545,1.640267109,Visual,0.357798165,41,3.737669618,5
267,plastic,1,4.333333333,4.285714286,1.476190476,1.619047619,0.952380952,1.016530045,0.845154255,1.209092537,1.244033379,1.395571226,Visual,0.266917293,41,3.737669618,7
268,polished,1,4.666666667,3.476190476,0.428571429,1.857142857,0,0.577350269,1.364516311,1.207121724,1.31475147,0,Visual,0.447488584,11,2.48490665,8
269,popping,1,3.523809524,1.571428571,4.19047619,0.476190476,0.476190476,1.400680107,1.325572653,1.123345344,1.077916862,1.077916862,Auditory,0.362790698,3,1.386294361,7
270,portly,0.523809524,4,2.25,0.333333333,0.916666667,0.833333333,1.59544807,1.356801051,0.651338947,1.621353718,1.585922922,Visual,0.44,1,0.693147181,6
271,prickly,1,4.142857143,4.904761905,1.19047619,0.285714286,0.952380952,1.525965736,0.300792604,1.435933411,0.956182887,1.116968687,Haptic,0.402489627,2,1.098612289,7
272,puffy,1,4.142857143,3.571428571,0.80952381,0.428571429,0.571428571,0.91025899,1.468721504,1.123345344,1.247855303,1.207121724,Visual,0.39,1,0.693147181,5
273,pulsing,1,4.142857143,4.476190476,3.428571429,0.19047619,0.047619048,1.276154939,0.872871561,1.468721504,0.872871561,0.21821789,Haptic,0.360465116,1,0.693147181,7
274,pungent,0.904761905,1.526315789,0.315789474,0.210526316,4.842105263,2.210526316,1.504379571,0.820069887,0.535303379,0.501459857,1.718492471,Olfactory,0.50867052,2,1.098612289,7
275,puny,0.80952381,4.470588235,2.647058824,0.647058824,0.294117647,0.411764706,0.799816155,1.729926894,1.05718828,0.771743633,0.870260272,Visual,0.493055556,1,0.693147181,4
276,purple,1,5,0.047619048,0.19047619,0.095238095,0.142857143,0,0.21821789,0.601585208,0.43643578,0.478091444,Visual,0.904347826,13,2.63905733,6
277,purring,1,2.238095238,0.857142857,4.857142857,0.095238095,0.047619048,1.410842369,1.108409414,0.358568583,0.300792604,0.21821789,Auditory,0.594117647,0,0,7
278,putrid,0.904761905,2.421052632,0.631578947,0.368421053,3.894736842,3.315789474,1.67715995,1.011628298,0.683985568,1.448935887,1.827342684,Olfactory,0.331683168,1,0.693147181,6
279,quiet,1,2.095238095,0.095238095,4.952380952,0.095238095,0.047619048,1.374945886,0.43643578,0.21821789,0.300792604,0.21821789,Auditory,0.673202614,64,4.17438727,5
280,radiant,1,4.380952381,0.80952381,1.285714286,1,0.428571429,1.321975434,1.030487633,1.346954236,1.449137675,1.075705748,Visual,0.5,2,1.098612289,7
281,rancid,1,3.095238095,1.571428571,0.857142857,4.19047619,3.238095238,1.813966976,1.630074494,1.458962449,1.249761882,1.786190413,Olfactory,0.257352941,1,0.693147181,6
282,raspy,0.80952381,2,1.176470588,3.647058824,0.647058824,0.529411765,1.620185175,1.50977209,1.693412844,1.32009358,1.007326105,Auditory,0.389705882,0,0,5
283,raucous,0.619047619,3.230769231,0.153846154,4.538461538,0.307692308,0.230769231,1.640825308,0.554700196,1.391365314,0.751067616,0.59914469,Auditory,0.518181818,1,0.693147181,7
284,rectangular,1,4.80952381,3.952380952,0,0,0.095238095,0.679635757,1.160869953,0,0,0.43643578,Visual,0.543010753,6,1.945910149,11
285,red,0.952380952,4.714285714,0.095238095,0.19047619,0.285714286,0.285714286,1.10194633,0.43643578,0.601585208,0.783763813,0.783763813,Visual,0.829059829,149,5.010635294,3
286,reddish,0.952380952,4.7,0.15,0.1,0.2,0.2,0.656946685,0.489360485,0.307793506,0.615587011,0.615587011,Visual,0.859813084,2,1.098612289,7
287,reeking,0.904761905,1.368421053,0.157894737,0.105263158,4.947368421,2.052631579,1.300022492,0.501459857,0.315301768,0.229415734,1.747178176,Olfactory,0.56097561,0,0,7
288,resounding,0.857142857,1.833333333,0.444444444,3.833333333,0.055555556,0.055555556,1.689065178,0.855585264,1.543487266,0.23570226,0.23570226,Auditory,0.607142857,2,1.098612289,10
289,reverberating,0.619047619,2.153846154,2.307692308,3.307692308,0,0,1.463224399,2.056883378,1.493575988,0,0,Auditory,0.425742574,0,0,13
290,rhythmic,1,2.476190476,1.333333333,4.619047619,0.095238095,0,1.503963019,1.770122406,0.669043382,0.300792604,0,Auditory,0.541899441,5,1.791759469,8
291,ripe,1,4.142857143,3.380952381,0.095238095,3.666666667,4.523809524,0.963624112,1.499206139,0.300792604,1.154700538,0.679635757,Gustatory,0.280120482,6,1.945910149,4
292,rippled,0.952380952,4.25,3.9,2,0.25,0.5,1.069923755,1.252366182,1.863782233,0.786397516,1.147078669,Visual,0.366972477,1,0.693147181,7
293,rippling,0.904761905,4.631578947,3.473684211,3,0.368421053,0.894736842,0.59726472,1.504379571,1.666666667,0.895080773,1.448935887,Visual,0.344680851,2,1.098612289,8
294,roasted,1,4.19047619,1.761904762,1.333333333,3.857142857,4.428571429,1.030487633,1.813966976,1.74164673,1.276154939,0.676123404,Gustatory,0.198776758,2,1.098612289,7
295,roasting,1,4.047619048,2.333333333,1.476190476,3.80952381,3.333333333,1.023532631,2.081665999,1.536848972,1.327367606,1.622754859,Visual,0.171428571,2,1.098612289,8
296,rotten,1,4.095238095,2.571428571,0.19047619,3.952380952,3.285714286,0.995226703,1.630074494,0.402373908,1.627150592,1.978455386,Visual,0.277027027,8,2.197224577,6
297,rotund,0.476190476,3.9,2.7,0.2,0,0.1,1.449137675,1.702938637,0.632455532,0,0.316227766,Visual,0.565217391,0,0,6
298,rough,1,4.047619048,4.904761905,2.285714286,0.714285714,1.619047619,0.864649668,0.300792604,1.792842914,1.45405836,1.657594356,Haptic,0.30877193,36,3.610917913,5
299,round,1,4.476190476,4.380952381,0.238095238,0,0.19047619,0.980767435,1.023532631,0.538958431,0,0.511766316,Visual,0.482051282,320,5.771441123,5
300,rubbery,1,3.619047619,4.5,1.142857143,2.142857143,2.142857143,1.321975434,0.888523317,1.38873015,1.796822592,1.621286967,Haptic,0.247803163,1,0.693147181,7
301,rumbling,1,2.476190476,1.666666667,4.238095238,0.238095238,0.2,1.600595127,1.425949976,1.179184545,0.700340053,0.695852374,Auditory,0.457883369,1,0.693147181,8
302,rustling,1,3.047619048,2.523809524,4.666666667,0.55,0.2,1.4309504,1.721018525,0.577350269,1.050062655,0.523148364,Auditory,0.406500542,1,0.693147181,8
303,rusty,1,4.285714286,3,1.142857143,1.571428571,0.666666667,0.902377811,1.264911064,1.352246808,1.690308509,1.316561177,Visual,0.339285714,4,1.609437912,5
304,salty,1,1.857142857,0.666666667,0.047619048,1.714285714,4.80952381,1.352246808,1.110555417,0.21821789,1.10194633,0.679635757,Gustatory,0.523560209,2,1.098612289,5
305,savoury,1,2.666666667,0.333333333,0.19047619,3.523809524,5,1.622754859,0.795822426,0.511766316,1.209092537,0,Gustatory,0.410569106,1,0.693147181,7
306,scaly,1,4.333333333,4.428571429,0.142857143,0.095238095,1,0.856348839,1.121223821,0.358568583,0.300792604,1.549193338,Haptic,0.433333333,1,0.693147181,5
307,scented,1,1,0.095238095,0.047619048,4.761904762,2.333333333,1.140175425,0.43643578,0.21821789,0.538958431,1.683250823,Olfactory,0.572254335,3,1.386294361,7
308,scentless,1,1,0.19047619,0.19047619,4.428571429,2.380952381,1.61245155,0.511766316,0.511766316,1.39897922,1.596126263,Olfactory,0.51744186,0,0,9
309,scratchy,1,2.857142857,4.142857143,3.285714286,0.095238095,0.047619048,1.525965736,1.276154939,1.901127485,0.43643578,0.21821789,Haptic,0.392694064,1,0.693147181,8
310,scrawny,1,4.761904762,2.571428571,0.666666667,0.285714286,0.285714286,0.538958431,1.567527626,1.354006401,0.902377811,0.902377811,Visual,0.522222222,1,0.693147181,7
311,screaming,1,2.80952381,0.142857143,4.952380952,0.047619048,0.047619048,1.470341716,0.358568583,0.21821789,0.21821789,0.21821789,Auditory,0.613095238,14,2.708050201,9
312,screeching,1,2.333333333,0.333333333,4.952380952,0.238095238,0.095238095,1.559914528,0.856348839,0.21821789,0.700340053,0.43643578,Auditory,0.610778443,1,0.693147181,10
313,searing,0.714285714,3.666666667,1.866666667,2.2,0.666666667,0.466666667,1.5430335,1.995232413,1.82051798,1.290994449,1.245945806,Visual,0.360902256,2,1.098612289,7
314,shadowy,1,4.714285714,0.285714286,0.285714286,0.142857143,0.142857143,0.560611911,0.902377811,0.783763813,0.654653671,0.654653671,Visual,0.820512821,4,1.609437912,7
315,shaggy,1,4.19047619,4.095238095,0.19047619,0.142857143,0,0.92838826,0.995226703,0.679635757,0.654653671,0,Visual,0.486187845,2,1.098612289,6
316,shallow,1,4.238095238,3.333333333,1.380952381,0.19047619,0.285714286,1.135991281,1.770122406,1.499206139,0.679635757,0.560611911,Visual,0.429292929,15,2.772588722,7
317,sharp,1,4.428571429,4.571428571,1.047619048,0.333333333,1.19047619,0.810643483,1.164964745,1.532194194,0.966091783,1.691716513,Haptic,0.366255144,45,3.828641396,5
318,sheer,0.904761905,4.526315789,2.894736842,0.578947368,0,0,0.904827857,1.760515608,1.464991068,0,0,Visual,0.565789474,21,3.091042453,5
319,shimmering,1,4.761904762,0.857142857,0.761904762,0.333333333,0.238095238,0.768424486,1.236354087,1.261140829,1.064581295,0.768424486,Visual,0.650684932,2,1.098612289,10
320,shiny,1,4.952380952,1.857142857,0.095238095,0.047619048,0.047619048,0.21821789,1.276154939,0.300792604,0.21821789,0.21821789,Visual,0.700680272,8,2.197224577,5
